procedure_name_en,property_type_id,property_type_en,property_sub_type_id,property_sub_type_en,property_usage_en,reg_type_id,reg_type_en,area_id,area_name_en,building_name_en,project_number,project_name_en,master_project_en,nearest_landmark_en,nearest_metro_en,nearest_mall_en,rooms_en,has_parking,procedure_area,no_of_parties_role_1,no_of_parties_role_2,no_of_parties_role_3,instance_year,instance_month,instance_day,meter_sale_price,procedure_area_clipped
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,343,Al Warsan First,P-08,1046.0,Unknown,International City Phase 1,Unknown,Rashidiya Metro Station,City Centre Mirdif,1 B/R,0,85.0,1.0,1.0,0.0,2009.0,3.0,25.0,4117.65,85.0
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,351,Al Thanyah Third,TNARO,1459.0,TANARO,The Greens,Burj Al Arab,Nakheel Metro Station,Marina Mall,3 B/R,1,186.46,1.0,1.0,0.0,2022.0,10.0,25.0,15016.63,186.46
Sell - Pre registration,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,435,Al Hebiah Fourth,Sportz By Danube - 1,2845.0,Sportz By Danube ,Dubai Sports City,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,1 B/R,1,67.04,1.0,1.0,0.0,2024.0,4.0,24.0,15662.29,67.04
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,Bahar 1,1046.0,Unknown,Jumeriah Beach Residence  - JBR,Burj Al Arab,Jumeirah Beach Resdency,Marina Mall,1 B/R,1,119.48,1.0,1.0,0.0,2007.0,11.0,19.0,5398.39,119.48
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,390,Burj Khalifa,ZAAFARAN 2,1046.0,Unknown,DownTown Dubai,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,1 B/R,1,80.83,1.0,1.0,0.0,2008.0,12.0,22.0,13545.56,80.83
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,343,Al Warsan First,E-07,1046.0,Unknown,International City Phase 1,Unknown,Rashidiya Metro Station,City Centre Mirdif,Studio,0,45.0,2.0,1.0,0.0,2015.0,6.0,22.0,6666.67,45.0
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,THE ZEN TOWER,525.0,THE ZEN,Dubai Marina,Sports City Swimming Academy,Jumeirah Beach Residency,Marina Mall,2 B/R,1,135.9,1.0,1.0,0.0,2009.0,6.0,17.0,7358.35,135.9
Sell,4,Villa,60.0,Unknown,Residential,1,Existing Properties,232,Mirdif,Unknown,1046.0,Unknown,Unknown,Dubai International Airport,Rashidiya Metro Station,City Centre Mirdif,Unknown,0,1393.55,1.0,1.0,0.0,2001.0,8.0,28.0,505.9,1393.55
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,DEC TOWERS T2,1046.0,Unknown,Dubai Marina,Sports City Swimming Academy,Jumeirah Beach Residency,Marina Mall,2 B/R,1,138.5,2.0,1.0,0.0,2013.0,7.0,30.0,8789.17,138.5
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,MARINA HEIGHTS 1,1046.0,Unknown,Dubai Marina,Burj Al Arab,Marina Towers,Marina Mall,2 B/R,1,113.1,1.0,1.0,0.0,2015.0,6.0,22.0,11936.34,113.1
Sell,4,Villa,60.0,Unknown,Residential,1,Existing Properties,232,Mirdif,Unknown,1046.0,Unknown,Unknown,Dubai International Airport,Rashidiya Metro Station,City Centre Mirdif,Unknown,0,2787.09,1.0,1.0,0.0,2015.0,6.0,22.0,3049.78,2189.4440000000054
Sell - Pre registration,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,364,Al Wasl,MR.C RESIDENCES DOWNTOWN,2476.0,MR.C RESIDENCES DOWNTOWN,Unknown,Burj Khalifa,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,2 B/R,1,217.55,1.0,1.0,0.0,2025.0,4.0,30.0,45794.84,217.55
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,343,Al Warsan First,M-05,1046.0,Unknown,International City Phase 1,Unknown,Rashidiya Metro Station,City Centre Mirdif,Studio,0,44.0,1.0,2.0,0.0,2008.0,12.0,25.0,6818.18,44.0
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,435,Al Hebiah Fourth,The Matrix,99.0,THE MATRIX,Dubai Sports City,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,1 B/R,1,109.09,2.0,1.0,0.0,2017.0,8.0,29.0,9166.74,109.09
Sell,4,Villa,60.0,Unknown,Residential,1,Existing Properties,352,Al Thanayah Fourth,Unknown,1046.0,Unknown,Meadows 5,Sports City Swimming Academy,Damac Properties,Marina Mall,Unknown,0,611.77,1.0,1.0,0.0,2015.0,6.0,22.0,2961.71,611.77
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,350,Al Thanyah Fifth,ARMADA  3,1260.0,ARMADA TOWERS,Jumeirah Lakes Towers,Burj Al Arab,Marina Mall Metro Station,Marina Mall,Studio,1,44.64,1.0,1.0,0.0,2015.0,6.0,22.0,6720.43,44.64
Delayed Sell,3,Unit,112.0,Hotel Rooms,Hospitality ,1,Existing Properties,330,Marsa Dubai,TFG ONE HOTEL,1688.0,TFG ONE HOTEL,Dubai Marina,Sports City Swimming Academy,Jumeirah Lakes Towers,Marina Mall,Studio,1,40.82,1.0,1.0,0.0,2015.0,6.0,22.0,45320.92,40.82
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,390,Burj Khalifa,Burj Views Podium,1451.0,BURJ VIEWS,DownTown Dubai,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,1 B/R,1,111.02,1.0,1.0,0.0,2023.0,9.0,28.0,14862.19,111.02
Sell - Pre registration,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,371,Al Safouh Second,The S Tower,2408.0,THE S TOWER,Site A,Burj Al Arab,Dubai Internet City,Marina Mall,4 B/R,1,447.24,1.0,1.0,0.0,2023.0,7.0,20.0,33621.73,447.24
Sell,2,Building,60.0,Unknown,Residential / Commercial,1,Existing Properties,240,Port Saeed,Unknown,1046.0,Unknown,Unknown,Dubai International Airport,Al Rigga Metro Station,Dubai Mall,Unknown,0,1222.23,1.0,4.0,0.0,2015.0,6.0,22.0,6545.41,1222.23
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,Amwaj 4,1046.0,Unknown,Jumeriah Beach Residence  - JBR,Burj Al Arab,Jumeirah Beach Residency,Marina Mall,2 B/R,1,118.59,1.0,1.0,0.0,2015.0,6.0,22.0,13491.86,118.59
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,MARINA DIAMOND 5 (A),1046.0,Unknown,Dubai Marina,Burj Al Arab,Dubai Marina,Marina Mall,1 B/R,1,65.77,1.0,1.0,0.0,2012.0,5.0,21.0,9122.7,65.77
Lease to Own Registration,3,Unit,60.0,Flat,Residential,1,Existing Properties,351,Al Thanyah Third,AL GHOZLAN 3,1046.0,Unknown,The Greens,Burj Al Arab,Dubai Internet City,Marina Mall,2 B/R,1,100.8,2.0,2.0,2.0,2009.0,7.0,27.0,14969.13,100.8
Sell,4,Villa,60.0,Unknown,Residential,1,Existing Properties,394,Al Mizhar Second,Unknown,1046.0,Unknown,Unknown,Dubai International Airport,Etisalat Metro Station,City Centre Mirdif,Unknown,0,184.66,1.0,1.0,0.0,2019.0,1.0,23.0,2339.43,184.66
Sell - Pre registration,3,Unit,101.0,Hotel Apartment,Hospitality ,0,Off-Plan Properties,390,Burj Khalifa,Address Residences Sky View,1338.0,THE ADDRESS RESIDENCE - SKY VIEW,DownTown Dubai,Burj Khalifa,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,2 B/R,1,157.82,1.0,1.0,0.0,2015.0,6.0,22.0,26878.01,157.82
Sell - Pre registration,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,409,Al Barshaa South Third,ELANO BY ORO24,2620.0,ELANO BY ORO24,Arjan,Motor City,Sharaf Dg Metro Station,Mall of the Emirates,1 B/R,1,48.06,1.0,1.0,0.0,2023.0,5.0,16.0,15105.91,48.06
Sell - Pre registration,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,330,Marsa Dubai,MARINA SHORES,2425.0,MARINA SHORES,Dubai Marina,Burj Al Arab,Dubai Marina,Marina Mall,2 B/R,1,109.73,1.0,1.0,0.0,2022.0,12.0,16.0,26117.63,109.73
Sell,4,Villa,60.0,Unknown,Residential,1,Existing Properties,232,Mirdif,Unknown,1046.0,Unknown,Unknown,Dubai International Airport,Rashidiya Metro Station,City Centre Mirdif,Unknown,0,71.09,1.0,1.0,0.0,2023.0,7.0,14.0,7033.34,71.09
Lease to Own Registration,4,Villa,4.0,Villa,Residential,1,Existing Properties,352,Al Thanayah Fourth,Unknown,1032.0,Emirates Living - Springs 2,Springs - 7,Sports City Swimming Academy,Damac Properties,Marina Mall,2 B/R,0,246.66,2.0,2.0,2.0,2008.0,1.0,14.0,2975.3,246.66
Sell,4,Villa,60.0,Unknown,Residential,1,Existing Properties,352,Al Thanayah Fourth,Unknown,1046.0,Unknown,Meadows 4,Sports City Swimming Academy,Damac Properties,Marina Mall,Unknown,0,835.38,2.0,1.0,0.0,2015.0,4.0,28.0,9337.07,835.38
Sell,2,Building,60.0,Unknown,Other,1,Existing Properties,326,Um Hurair Second,Unknown,1046.0,Unknown,Dubai Health Care City Phase 1,Dubai International Airport,Healthcare City Metro Station,Dubai Mall,Unknown,0,2647.18,1.0,1.0,0.0,2015.0,6.0,22.0,18888.02,2189.4440000000054
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,CAYAN TOWER,130.0,CAYAN TOWER,Dubai Marina,Burj Al Arab,Marina Towers,Marina Mall,2 B/R,1,141.33,1.0,1.0,0.0,2015.0,6.0,22.0,18295.97,141.33
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,390,Burj Khalifa,Blvd Heights T1,1561.0,BLVD HEIGHTS,DownTown Dubai,Burj Khalifa,Business Bay Metro Station,Dubai Mall,2 B/R,1,152.31,2.0,1.0,0.0,2021.0,7.0,15.0,16742.17,152.31
Sell - Pre registration,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,330,Marsa Dubai,Aba Lux Living,2939.0,Aba Lux Living,Dubai Marina,Burj Al Arab,Marina Towers,Marina Mall,2 B/R,1,200.06,1.0,1.0,0.0,2015.0,6.0,22.0,18890.74,200.06
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,435,Al Hebiah Fourth,EAGLE HEIGHTS,712.0,EAGLE HEIGHTS,Dubai Sports City,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,Studio,1,39.31,1.0,1.0,0.0,2015.0,6.0,22.0,8397.35,39.31
Lease to Own Registration,3,Unit,60.0,Flat,Residential,1,Existing Properties,351,Al Thanyah Third,AL THAYYAL-2,1046.0,Unknown,The Greens,Burj Al Arab,Dubai Internet City,Marina Mall,2 B/R,1,101.55,2.0,2.0,2.0,2007.0,11.0,26.0,7618.47,101.55
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,343,Al Warsan First,P-05,1046.0,Unknown,International City Phase 1,Unknown,Rashidiya Metro Station,City Centre Mirdif,Studio,0,45.0,2.0,1.0,0.0,2009.0,4.0,13.0,5333.33,45.0
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,351,Al Thanyah Third,AL THAYYAL-1,1046.0,Unknown,The Greens,Burj Al Arab,Dubai Internet City,Marina Mall,1 B/R,1,68.7,1.0,1.0,0.0,2013.0,11.0,26.0,11730.79,68.7
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,Bahar 5,1046.0,Unknown,Jumeriah Beach Residence  - JBR,Burj Al Arab,Jumeirah Beach Resdency,Marina Mall,1 B/R,1,134.77,1.0,1.0,0.0,2015.0,6.0,22.0,3331.6,134.77
Delayed Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,351,Al Thanyah Third,AL THAYYAL-2,1046.0,Unknown,The Greens,Burj Al Arab,Dubai Internet City,Marina Mall,Studio,1,40.18,1.0,1.0,0.0,2012.0,5.0,31.0,6990.74,40.18
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,343,Al Warsan First,H-03,1046.0,Unknown,International City Phase 1,Unknown,Rashidiya Metro Station,City Centre Mirdif,1 B/R,0,134.46,2.0,1.0,0.0,2008.0,3.0,31.0,3767.38,134.46
Lease to Own Registration,3,Unit,60.0,Flat,Residential,1,Existing Properties,435,Al Hebiah Fourth,OLYMPIC PARK 1,1142.0,OLYMPIC PARK 1,Dubai Sports City,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,1 B/R,1,97.96,2.0,2.0,2.0,2015.0,6.0,22.0,5308.29,97.96
Lease to Own Registration,3,Unit,60.0,Flat,Residential,1,Existing Properties,350,Al Thanyah Fifth,GREEN LAKES S3,1046.0,Unknown,Jumeirah Lakes Towers,Burj Al Arab,Damac Properties,Marina Mall,1 B/R,1,100.8,2.0,2.0,2.0,2015.0,6.0,22.0,16492.06,100.8
Sell,4,Villa,4.0,Villa,Residential,1,Existing Properties,352,Al Thanayah Fourth,Unknown,1052.0,Emirates Living - Springs 14,Springs - 1,Sports City Swimming Academy,Damac Properties,Marina Mall,3 B/R,0,320.73,1.0,1.0,0.0,2015.0,6.0,22.0,2285.06,320.73
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,435,Al Hebiah Fourth,Cricket Tower,1299.0,CRICKET TOWER,Dubai Sports City,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,1 B/R,1,52.36,1.0,1.0,0.0,2015.0,6.0,22.0,7351.49,52.36
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,Marina Quay West,1456.0,MARINA QUAYS,Dubai Marina,Burj Al Arab,Jumeirah Beach Resdency,Marina Mall,1 B/R,1,70.79,1.0,2.0,0.0,2015.0,6.0,22.0,8375.31,70.79
Sell - Pre registration,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,435,Al Hebiah Fourth,Azizi Grand,2036.0,Azizi Grand,Dubai Sports City,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,2 B/R,1,102.12,1.0,1.0,0.0,2024.0,11.0,19.0,13685.86,102.12
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,Oceanic,1450.0,MARINASCAPE,Dubai Marina,Burj Al Arab,Dubai Marina,Marina Mall,2 B/R,1,172.99,2.0,1.0,0.0,2015.0,6.0,29.0,16145.88,172.99
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,435,Al Hebiah Fourth,Arabian,1960.0,Canal Residence West 2,Dubai Sports City,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,2 B/R,1,200.26,1.0,1.0,0.0,2021.0,9.0,27.0,5293.12,200.26
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,Bahar 4,1046.0,Unknown,Jumeriah Beach Residence  - JBR,Burj Al Arab,Jumeirah Beach Resdency,Marina Mall,2 B/R,1,181.2,1.0,1.0,0.0,2011.0,3.0,28.0,6760.1,181.2
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,343,Al Warsan First,Trafalgar Central,690.0,TRAFALGAR CENTRAL,International City Phase 1,Unknown,Rashidiya Metro Station,City Centre Mirdif,2 B/R,1,98.39,1.0,1.0,0.0,2015.0,6.0,22.0,5590.0,98.39
Sell,4,Villa,60.0,Unknown,Residential,1,Existing Properties,318,Jumeirah Third,Unknown,1046.0,Unknown,Unknown,Burj Khalifa,Business Bay Metro Station,Dubai Mall,Unknown,0,3361.51,1.0,1.0,0.0,2015.0,6.0,22.0,7139.65,2189.4440000000054
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,Sadaf 7,1046.0,Unknown,Jumeriah Beach Residence  - JBR,Burj Al Arab,Jumeirah Beach Resdency,Marina Mall,1 B/R,1,112.02,1.0,2.0,0.0,2015.0,6.0,22.0,4008.21,112.02
Sell,4,Villa,4.0,Villa,Residential,1,Existing Properties,352,Al Thanayah Fourth,Unknown,1034.0,Emirates Living - Springs 4,Springs - 5,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,2 B/R,0,169.86,1.0,2.0,0.0,2015.0,6.0,22.0,7064.64,169.86
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,343,Al Warsan First,Y-19,1046.0,Unknown,International City Phase 1,Dubai International Airport,Rashidiya Metro Station,City Centre Mirdif,1 B/R,0,96.0,1.0,2.0,0.0,2015.0,6.0,22.0,4166.67,96.0
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,351,Al Thanyah Third,GOLF TOWERS T1,1046.0,Unknown,The Greens,Burj Al Arab,Nakheel Metro Station,Marina Mall,2 B/R,1,152.36,2.0,2.0,0.0,2023.0,5.0,25.0,16408.51,152.36
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,435,Al Hebiah Fourth,Elite Residences 4,332.0,ELITE 4 SPORTS RESIDENCE,Dubai Sports City,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,1 B/R,1,82.55,1.0,1.0,0.0,2013.0,8.0,27.0,7268.32,82.55
Sell,1,Land,60.0,Unknown,Residential,1,Existing Properties,316,Al Mizhar First,Unknown,1046.0,Unknown,Unknown,Dubai International Airport,Etisalat Metro Station,City Centre Mirdif,Unknown,0,2015.34,9.0,1.0,0.0,2015.0,6.0,22.0,1291.67,2015.34
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,343,Al Warsan First,N-14,1046.0,Unknown,International City Phase 1,Unknown,Rashidiya Metro Station,City Centre Mirdif,Studio,0,48.0,2.0,1.0,0.0,2015.0,6.0,18.0,6833.33,48.0
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,435,Al Hebiah Fourth,Elite Residences 4,332.0,ELITE 4 SPORTS RESIDENCE,Dubai Sports City,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,Studio,1,41.03,1.0,2.0,0.0,2014.0,3.0,24.0,14136.0,41.03
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,343,Al Warsan First,U-15,1046.0,Unknown,International City Phase 1,Unknown,Rashidiya Metro Station,City Centre Mirdif,Studio,0,45.0,1.0,1.0,0.0,2025.0,7.0,15.0,5555.56,45.0
Sell - Pre registration,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,330,Marsa Dubai,Stella Maris,1664.0,STELLA MARIS,Dubai Marina,Sports City Swimming Academy,Jumeirah Beach Residency,Marina Mall,1 B/R,1,75.77,1.0,1.0,0.0,2015.0,6.0,22.0,17429.25,75.77
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,435,Al Hebiah Fourth,Giovanni Boutique Suites,531.0,GIOVANNI BOUTIQUE,Dubai Sports City,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,Studio,0,35.33,1.0,1.0,0.0,2025.0,9.0,25.0,15157.09,35.33
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,343,Al Warsan First,Y-05,1046.0,Unknown,International City Phase 1,Dubai International Airport,Rashidiya Metro Station,City Centre Mirdif,1 B/R,0,85.0,1.0,1.0,0.0,2021.0,10.0,15.0,3823.53,85.0
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,435,Al Hebiah Fourth,VENETIAN,323.0,CANAL RESIDENCE WEST (PHASE 1),Dubai Sports City,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,1 B/R,1,77.72,2.0,1.0,0.0,2014.0,7.0,21.0,12223.37,77.72
Lease to Own Registration,3,Unit,60.0,Flat,Residential,1,Existing Properties,351,Al Thanyah Third,AL THAYYAL-1,1046.0,Unknown,The Greens,Burj Al Arab,Dubai Internet City,Marina Mall,1 B/R,1,68.7,2.0,2.0,2.0,2013.0,9.0,23.0,5172.05,68.7
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,MARINA TERRACE,1046.0,Unknown,Dubai Marina,Burj Al Arab,Dubai Marina,Marina Mall,3 B/R,1,180.14,1.0,1.0,0.0,2016.0,12.0,27.0,19429.33,180.14
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,Sadaf 4,1046.0,Unknown,Jumeriah Beach Residence  - JBR,Burj Al Arab,Jumeirah Beach Resdency,Marina Mall,3 B/R,1,166.98,2.0,1.0,0.0,2024.0,10.0,18.0,13774.1,166.98
Sell,4,Villa,60.0,Unknown,Residential,1,Existing Properties,312,Muhaisanah First,Unknown,1046.0,Unknown,Unknown,Dubai International Airport,Etisalat Metro Station,City Centre Mirdif,Unknown,0,1393.55,1.0,1.0,0.0,2004.0,1.0,26.0,678.12,1393.55
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,Jumeirah Living Marina Gate,1743.0,JUMEIRAH LIVING MARINA GATE ,Dubai Marina,Burj Al Arab,Marina Towers,Marina Mall,2 B/R,1,132.54,1.0,1.0,0.0,2015.0,6.0,22.0,20147.13,132.54
Sell - Pre registration,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,435,Al Hebiah Fourth,ZENITH TOWER,919.0,ZENITH TOWER A1,Dubai Sports City,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,2 B/R,1,117.8,1.0,1.0,0.0,2012.0,8.0,30.0,10139.22,117.8
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,CAYAN TOWER,130.0,CAYAN TOWER,Dubai Marina,Burj Al Arab,Marina Towers,Marina Mall,2 B/R,1,116.56,1.0,2.0,0.0,2015.0,6.0,22.0,16300.62,116.56
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,AL SEEF 1,42.0,ALSEEF I,Dubai Marina,Burj Al Arab,Mina Seyahi,Marina Mall,3 B/R,1,330.15,1.0,1.0,0.0,2009.0,7.0,27.0,3884.76,330.15
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,MARINA VIEW TOWER A,1046.0,Unknown,Dubai Marina,Burj Al Arab,Marina Mall Metro Station,Marina Mall,2 B/R,1,89.54,1.0,1.0,0.0,2013.0,5.0,29.0,10833.15,89.54
Sell - Pre registration,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,330,Marsa Dubai,Studio One ,1776.0,Studio One,Dubai Marina,Sports City Swimming Academy,Jumeirah Beach Residency,Marina Mall,1 B/R,1,54.97,1.0,1.0,0.0,2017.0,10.0,23.0,17918.86,54.97
Lease to Own Registration,3,Unit,60.0,Flat,Residential,1,Existing Properties,350,Al Thanyah Fifth,GREEN LAKES S3,1046.0,Unknown,Jumeirah Lakes Towers,Burj Al Arab,Damac Properties,Marina Mall,2 B/R,1,156.08,2.0,2.0,2.0,2013.0,6.0,19.0,15607.38,156.08
Delayed Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,435,Al Hebiah Fourth,Royale Residence 2,479.0,ROYALE RESIDENCE2,Dubai Sports City,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,1 B/R,1,86.49,1.0,1.0,0.0,2016.0,2.0,16.0,6974.93,86.49
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,Bahar 4,1046.0,Unknown,Jumeriah Beach Residence  - JBR,Burj Al Arab,Jumeirah Beach Resdency,Marina Mall,1 B/R,1,117.74,1.0,1.0,0.0,2015.0,6.0,22.0,9767.28,117.74
Sell - Pre registration,3,Unit,112.0,Hotel Rooms,Hospitality ,0,Off-Plan Properties,435,Al Hebiah Fourth,The First Collection at Dubai Sports City,2745.0,The First Collection at Dubai Sports City,Dubai Sports City,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,Studio,1,29.11,1.0,1.0,0.0,2024.0,3.0,14.0,36928.89,30.606
Sell - Pre registration,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,334,Al Jadaf,MONTAGE,3212.0,MONTAGE,Jaddaf Waterfront,Dubai International Airport,Al Jadaf Metro Station,Dubai Mall,1 B/R,1,57.25,1.0,1.0,0.0,2025.0,7.0,28.0,18966.66,57.25
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,343,Al Warsan First,Y-20,1046.0,Unknown,International City Phase 1,Dubai International Airport,Rashidiya Metro Station,City Centre Mirdif,Studio,0,45.0,3.0,1.0,0.0,2015.0,6.0,22.0,6644.44,45.0
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,350,Al Thanyah Fifth,DUBAI ARCH TOWER,547.0,DUBAI ARCH TOWER,Jumeirah Lakes Towers,Sports City Swimming Academy,Marina Mall Metro Station,Marina Mall,1 B/R,1,127.88,1.0,1.0,0.0,2015.0,6.0,22.0,6607.76,127.88
Sell - Pre registration,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,330,Marsa Dubai,Marina Living,2540.0,Marina Living,Dubai Marina,Sports City Swimming Academy,Jumeirah Lakes Towers,Marina Mall,1 B/R,1,70.6,1.0,1.0,0.0,2015.0,6.0,22.0,22237.96,70.6
Delayed Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,351,Al Thanyah Third,GOLF TOWERS T3,1046.0,Unknown,The Greens,Burj Al Arab,Nakheel Metro Station,Marina Mall,2 B/R,1,121.24,1.0,1.0,0.0,2012.0,5.0,17.0,16195.15,121.24
Sell - Pre registration,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,330,Marsa Dubai,TRIDENT GRAND RESIDENCE,208.0,TRIDENT GRAND,Dubai Marina,Burj Al Arab,Jumeirah Beach Resdency,Marina Mall,1 B/R,1,131.74,1.0,1.0,0.0,2015.0,6.0,22.0,10308.18,131.74
Sell,4,Villa,60.0,Unknown,Residential,1,Existing Properties,410,Palm Jumeirah,Unknown,1046.0,Unknown,Palm Jumeirah,Burj Al Arab,Knowledge Village,Marina Mall,Unknown,0,622.37,1.0,1.0,0.0,2009.0,5.0,19.0,14460.85,622.37
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,343,Al Warsan First,K-05,1046.0,Unknown,International City Phase 1,Unknown,Rashidiya Metro Station,City Centre Mirdif,Studio,0,45.0,1.0,1.0,0.0,2013.0,3.0,18.0,5555.56,45.0
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,Studio One ,1776.0,Studio One,Dubai Marina,Sports City Swimming Academy,Jumeirah Beach Residency,Marina Mall,1 B/R,1,66.34,1.0,1.0,0.0,2025.0,8.0,26.0,16171.45,66.34
Sell - Pre registration,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,435,Al Hebiah Fourth,ELITE 10 SPORTS RESIDENCE - 2,1607.0,ELITE 10 SPORTS RESIDENCE,Dubai Sports City,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,2 B/R,1,121.0,1.0,1.0,0.0,2015.0,11.0,30.0,10301.24,121.0
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,390,Burj Khalifa,YANSOON 5,1046.0,Unknown,DownTown Dubai,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,2 B/R,1,115.01,1.0,1.0,0.0,2013.0,4.0,17.0,13241.35,115.01
Delayed Sell,3,Unit,101.0,Hotel Apartment,Hospitality ,1,Existing Properties,390,Burj Khalifa,Address Residences Sky View 2,1338.0,THE ADDRESS RESIDENCE - SKY VIEW,DownTown Dubai,Burj Khalifa,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,2 B/R,1,157.95,1.0,1.0,0.0,2015.0,6.0,22.0,32357.63,157.95
