procedure_name_en,property_type_id,property_type_en,property_sub_type_id,property_sub_type_en,property_usage_en,reg_type_id,reg_type_en,area_id,area_name_en,building_name_en,project_number,project_name_en,master_project_en,nearest_landmark_en,nearest_metro_en,nearest_mall_en,rooms_en,has_parking,procedure_area,no_of_parties_role_1,no_of_parties_role_2,no_of_parties_role_3,instance_year,instance_month,instance_day,meter_sale_price,procedure_area_clipped
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,Bahar 1,1046.0,Unknown,Jumeriah Beach Residence  - JBR,Burj Al Arab,Jumeirah Beach Resdency,Marina Mall,2 B/R,1,120.81,1.0,1.0,0.0,2008.0,4.0,23.0,12043.7,120.81
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,350,Al Thanyah Fifth,CONCORDE TOWER 1,883.0,CONCORDE TOWER,Jumeirah Lakes Towers,Sports City Swimming Academy,Jumeirah Lakes Towers,Marina Mall,1 B/R,1,62.75,1.0,1.0,0.0,2013.0,5.0,22.0,12749.0,62.75
Sell - Pre registration,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,351,Al Thanyah Third,TNARO,1459.0,TANARO,The Greens,Burj Al Arab,Nakheel Metro Station,Marina Mall,1 B/R,1,70.79,1.0,1.0,0.0,2010.0,10.0,18.0,9605.88,70.79
Sell - Pre registration,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,409,Al Barshaa South Third,Samana Park Views,2280.0,SAMANA PARK VIEWS,Arjan,Motor City,First Abu Dhabi Bank Metro Station,Mall of the Emirates,1 B/R,1,73.96,1.0,1.0,0.0,2024.0,12.0,24.0,11817.74,73.96
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,Sadaf 5,1046.0,Unknown,Jumeriah Beach Residence  - JBR,Burj Al Arab,Jumeirah Beach Resdency,Marina Mall,2 B/R,1,134.48,1.0,1.0,0.0,2018.0,7.0,30.0,11897.68,134.48
Sell - Pre registration,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,409,Al Barshaa South Third,Joya Blanca Residences,2219.0,Joya Blanca Residences ,Arjan,Motor City,Sharaf Dg Metro Station,Mall of the Emirates,1 B/R,1,68.19,1.0,1.0,0.0,2021.0,4.0,29.0,8556.36,68.19
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,Sadaf 8,1046.0,Unknown,Jumeriah Beach Residence  - JBR,Burj Al Arab,Jumeirah Beach Resdency,Marina Mall,3 B/R,1,177.23,1.0,1.0,0.0,2015.0,6.0,22.0,12074.71,177.23
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,435,Al Hebiah Fourth,The Spirit,140.0,THE SPIRIT,Dubai Sports City,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,Studio,1,46.05,1.0,2.0,0.0,2014.0,5.0,14.0,22692.73,46.05
Sell,2,Building,60.0,Unknown,Residential / Commercial,1,Existing Properties,271,Al Karama,Unknown,1046.0,Unknown,Unknown,Burj Khalifa,ADCB Metro Station,Dubai Mall,Unknown,0,486.25,1.0,1.0,0.0,2007.0,8.0,28.0,15835.48,486.25
Sell,3,Unit,42.0,Office,Commercial,1,Existing Properties,341,Trade Center First,LATIFA TOWER,614.0,LATIFA TOWER,Unknown,Burj Khalifa,Emirates Towers Metro Station,Dubai Mall,Office,1,163.44,1.0,1.0,0.0,2014.0,12.0,24.0,17222.22,163.44
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,EMIRATES CROWN TOWER,1046.0,Unknown,Dubai Marina,Burj Al Arab,Mina Seyahi,Marina Mall,3 B/R,1,360.53,1.0,2.0,0.0,2015.0,6.0,22.0,12342.94,360.53
Sell,3,Unit,23.0,Shop,Commercial,1,Existing Properties,343,Al Warsan First,X-07,1046.0,Unknown,International City Phase 1,Dubai International Airport,Rashidiya Metro Station,City Centre Mirdif,Unknown,0,52.0,1.0,2.0,0.0,2008.0,11.0,17.0,10688.46,52.0
Sell,3,Unit,101.0,Hotel Apartment,Hospitality ,1,Existing Properties,330,Marsa Dubai,Jumeirah Gate Tower 2,1790.0,Jumeirah Gate,Jumeriah Beach Residence  - JBR,Burj Al Arab,Jumeirah Beach Residency,Marina Mall,2 B/R,1,136.86,1.0,2.0,0.0,2015.0,6.0,22.0,59184.57,136.86
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,350,Al Thanyah Fifth,Lakeside,16.0,LAKESIDE RESIDENCE,Jumeirah Lakes Towers,Sports City Swimming Academy,Jumeirah Lakes Towers,Marina Mall,1 B/R,1,78.98,1.0,1.0,0.0,2013.0,5.0,13.0,10864.28,78.98
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,350,Al Thanyah Fifth,LAKE TERRACE,438.0,LAKE TERRACE,Jumeirah Lakes Towers,Sports City Swimming Academy,Jumeirah Lakes Towers,Marina Mall,Studio,1,46.07,1.0,1.0,0.0,2025.0,6.0,30.0,18124.59,46.07
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,435,Al Hebiah Fourth,OLYMPIC PARK 1,1142.0,OLYMPIC PARK 1,Dubai Sports City,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,2 B/R,1,149.93,1.0,1.0,0.0,2015.0,6.0,22.0,6402.99,149.93
Sell - Pre registration,3,Unit,42.0,Office,Commercial,0,Off-Plan Properties,330,Marsa Dubai,Marina Plaza,1312.0,DM MARINA PLAZA,Dubai Marina,Burj Al Arab,Marina Mall Metro Station,Marina Mall,Office,1,430.98,1.0,1.0,0.0,2015.0,6.0,22.0,25478.92,430.98
Sell,3,Unit,42.0,Office,Commercial,1,Existing Properties,390,Burj Khalifa,BLVD PLAZA T1,1311.0,BD BOULEVARD PLAZA,DownTown Dubai,Burj Khalifa,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Office,1,313.41,1.0,1.0,0.0,2015.0,4.0,15.0,21530.9,313.41
Sell,1,Land,60.0,Unknown,Multi-Use,1,Existing Properties,334,Al Jadaf,Unknown,1046.0,Unknown,Sama Al Jadaf,Downtown Dubai,Al Jadaf Metro Station,Dubai Mall,Unknown,0,6113.2,1.0,1.0,0.0,2025.0,2.0,19.0,0.01,2189.4440000000054
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,MARINA DIAMOND 4,1046.0,Unknown,Dubai Marina,Burj Al Arab,Dubai Marina,Marina Mall,1 B/R,1,62.64,1.0,1.0,0.0,2015.0,6.0,22.0,17401.02,62.64
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,MARINA ARCADE,948.0,MARINA ARCADE,Dubai Marina,Burj Al Arab,Mina Seyahi,Marina Mall,2 B/R,1,148.52,1.0,2.0,0.0,2023.0,8.0,31.0,14826.96,148.52
Delayed Sell,2,Building,60.0,Unknown,Multi-Use,1,Existing Properties,334,Al Jadaf,Unknown,1046.0,Unknown,Sama Al Jadaf,Dubai International Airport,Al Jadaf Metro Station,Dubai Mall,Unknown,0,1117.34,1.0,1.0,0.0,2010.0,9.0,21.0,16145.94,1117.34
Sell,4,Villa,4.0,Villa,Residential,1,Existing Properties,352,Al Thanayah Fourth,Unknown,1034.0,Emirates Living - Springs 4,Springs - 5,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,2 B/R,0,243.7,1.0,1.0,0.0,2022.0,6.0,17.0,8411.98,243.7
Sell - Pre registration,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,330,Marsa Dubai,Stella Maris,1664.0,STELLA MARIS,Dubai Marina,Sports City Swimming Academy,Jumeirah Beach Residency,Marina Mall,1 B/R,1,75.77,2.0,2.0,0.0,2022.0,10.0,19.0,21380.49,75.77
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,343,Al Warsan First,F-16,1046.0,Unknown,International City Phase 1,Unknown,Rashidiya Metro Station,City Centre Mirdif,1 B/R,0,67.0,1.0,1.0,0.0,2018.0,10.0,29.0,5373.13,67.0
Delayed Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,390,Burj Khalifa,Blvd Heights T2,1561.0,BLVD HEIGHTS,DownTown Dubai,Burj Khalifa,Business Bay Metro Station,Dubai Mall,3 B/R,1,218.69,1.0,1.0,0.0,2015.0,6.0,22.0,24255.79,218.69
Sell - Pre registration,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,435,Al Hebiah Fourth,Sportz By Danube - 2,2845.0,Sportz By Danube ,Dubai Sports City,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,Studio,1,36.26,1.0,1.0,0.0,2024.0,6.0,24.0,19167.13,36.26
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,350,Al Thanyah Fifth,GREEN LAKES S3,1046.0,Unknown,Jumeirah Lakes Towers,Burj Al Arab,Damac Properties,Marina Mall,1 B/R,1,100.8,1.0,2.0,0.0,2015.0,1.0,20.0,13591.27,100.8
Delayed Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,350,Al Thanyah Fifth,Lakeside,16.0,LAKESIDE RESIDENCE,Jumeirah Lakes Towers,Sports City Swimming Academy,Jumeirah Lakes Towers,Marina Mall,2 B/R,1,94.63,1.0,1.0,0.0,2015.0,6.0,22.0,12409.87,94.63
Sell - Pre registration,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,330,Marsa Dubai,Stella Maris,1664.0,STELLA MARIS,Dubai Marina,Sports City Swimming Academy,Jumeirah Beach Residency,Marina Mall,2 B/R,1,136.92,1.0,2.0,0.0,2015.0,6.0,22.0,18989.19,136.92
Lease to Own Registration,3,Unit,60.0,Flat,Residential,1,Existing Properties,526,Business Bay, LOFTS T EAST,1046.0,Unknown,DownTown Dubai,Burj Khalifa,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,1 B/R,1,69.21,2.0,2.0,2.0,2015.0,6.0,22.0,20932.54,69.21
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,343,Al Warsan First,Y-08,1046.0,Unknown,International City Phase 1,Dubai International Airport,Rashidiya Metro Station,City Centre Mirdif,1 B/R,0,70.0,1.0,1.0,0.0,2015.0,6.0,22.0,5142.86,70.0
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,435,Al Hebiah Fourth,Arabian,1960.0,Canal Residence West 2,Dubai Sports City,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,Studio,1,43.76,1.0,1.0,0.0,2024.0,10.0,28.0,11425.96,43.76
Sell,4,Villa,60.0,Unknown,Residential,1,Existing Properties,434,Wadi Al Safa 6,Unknown,1046.0,Unknown,Arabian Ranches - 1,Motor City,First Abu Dhabi Bank Metro Station,Mall of the Emirates,Unknown,0,581.11,2.0,2.0,0.0,2013.0,5.0,20.0,6711.29,581.11
Delayed Sell,4,Villa,4.0,Villa,Residential,1,Existing Properties,352,Al Thanayah Fourth,Unknown,1050.0,Emirates Living - Springs 11,Springs - 1,Sports City Swimming Academy,Damac Properties,Marina Mall,3 B/R,0,261.85,1.0,1.0,0.0,2014.0,1.0,13.0,8783.65,261.85
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,343,Al Warsan First,Trafalgar Executive,1046.0,Unknown,International City Phase 1,Unknown,Rashidiya Metro Station,City Centre Mirdif,1 B/R,1,82.09,1.0,1.0,0.0,2015.0,6.0,22.0,12857.23,82.09
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,410,Palm Jumeirah,THE RESIDENCES NORTH,390.0,FAIRMONT PALM RESIDENCE,Palm Jumeirah,Burj Al Arab,Palm Jumeirah,Marina Mall,1 B/R,1,122.68,1.0,1.0,0.0,2015.0,5.0,25.0,15895.01,122.68
Sell - Pre registration,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,364,Al Wasl,MR.C RESIDENCES DOWNTOWN,2476.0,MR.C RESIDENCES DOWNTOWN,Unknown,Burj Khalifa,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,3 B/R,1,293.7,1.0,1.0,0.0,2025.0,4.0,30.0,61551.05,293.7
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,351,Al Thanyah Third,MOSELA,1457.0,MOSELA,The Greens,Burj Al Arab,Dubai Internet City,Marina Mall,2 B/R,1,124.58,1.0,1.0,0.0,2015.0,6.0,22.0,14359.35,124.58
Lease to Own Registration,4,Villa,4.0,Villa,Residential,1,Existing Properties,352,Al Thanayah Fourth,Unknown,1036.0,Emirates Living - Springs 6,Springs - 4,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,3 B/R,0,345.01,2.0,2.0,2.0,2007.0,6.0,13.0,3623.08,345.01
Sell - Pre registration,3,Unit,101.0,Hotel Apartment,Hospitality ,0,Off-Plan Properties,390,Burj Khalifa,Address Residences Sky View,1338.0,THE ADDRESS RESIDENCE - SKY VIEW,DownTown Dubai,Burj Khalifa,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,3 B/R,1,212.59,1.0,1.0,0.0,2015.0,6.0,22.0,34226.02,212.59
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,MARINA HEIGHTS 1,1046.0,Unknown,Dubai Marina,Burj Al Arab,Marina Towers,Marina Mall,3 B/R,1,159.9,1.0,1.0,0.0,2010.0,11.0,24.0,11918.61,159.9
Sell - Pre registration,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,330,Marsa Dubai,PRINCESS TOWER,221.0,PRINCESS TOWER,Dubai Marina,Burj Al Arab,Mina Seyahi,Marina Mall,2 B/R,1,111.29,1.0,1.0,0.0,2015.0,6.0,22.0,15486.14,111.29
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,Marina Quay West,1456.0,MARINA QUAYS,Dubai Marina,Burj Al Arab,Jumeirah Beach Resdency,Marina Mall,2 B/R,1,127.0,1.0,2.0,0.0,2015.0,6.0,22.0,14960.63,127.0
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,435,Al Hebiah Fourth,GLOBAL GOLF RESIDENCE 2,593.0,GLOBAL GOLF RESIDENCE 2,Dubai Sports City,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,Studio,1,34.17,1.0,1.0,0.0,2025.0,7.0,25.0,12876.79,34.17
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,MARINA CROWN TOWER,1046.0,Unknown,Dubai Marina,Burj Al Arab,Mina Seyahi,Marina Mall,1 B/R,1,68.0,1.0,1.0,0.0,2015.0,6.0,22.0,5795.78,68.0
Sell - Pre registration,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,435,Al Hebiah Fourth,HERA TOWER,336.0,Hera Tower,Dubai Sports City,Sports City Swimming Academy,Dubai Internet City,Marina Mall,Studio,1,37.0,1.0,1.0,0.0,2015.0,6.0,22.0,9871.78,37.0
Sell,1,Land,60.0,Unknown,Multi-Use,1,Existing Properties,334,Al Jadaf,Unknown,1046.0,Unknown,Sama Al Jadaf,Dubai International Airport,Creek Metro Station,Dubai Mall,Unknown,0,1320.62,1.0,1.0,0.0,2007.0,9.0,18.0,11775.69,1320.62
Sell,3,Unit,42.0,Office,Commercial,1,Existing Properties,350,Al Thanyah Fifth,1 Lake Plaza,1046.0,Unknown,Jumeirah Lakes Towers,Burj Al Arab,Damac Properties,Marina Mall,Office,1,149.11,1.0,1.0,0.0,2019.0,10.0,30.0,7104.24,149.11
Sell,4,Villa,60.0,Unknown,Residential,1,Existing Properties,232,Mirdif,Unknown,1046.0,Unknown,Unknown,Dubai International Airport,Etisalat Metro Station,City Centre Mirdif,Unknown,0,696.77,1.0,1.0,0.0,2008.0,4.0,30.0,7750.05,696.77
Sell,4,Villa,60.0,Unknown,Residential,1,Existing Properties,375,Jumeirah Second,Unknown,1046.0,Unknown,Unknown,Burj Khalifa,Business Bay Metro Station,Dubai Mall,Unknown,0,464.52,1.0,1.0,0.0,2025.0,9.0,29.0,17222.08,464.52
Delayed Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,Paloma x3,1046.0,Unknown,Dubai Marina,Burj Al Arab,Jumeirah Beach Residency,Marina Mall,2 B/R,1,154.59,1.0,1.0,0.0,2013.0,5.0,22.0,12205.76,154.59
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,343,Al Warsan First,Universal Apartment,1046.0,Unknown,International City Phase 1,Unknown,Rashidiya Metro Station,City Centre Mirdif,1 B/R,1,81.48,1.0,1.0,0.0,2009.0,8.0,20.0,6136.48,81.48
Sell - Pre registration,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,330,Marsa Dubai,Jumeirah Gate Tower 1,1790.0,Jumeirah Gate,Jumeriah Beach Residence  - JBR,Burj Al Arab,Jumeirah Beach Residency,Marina Mall,1 B/R,1,59.31,1.0,1.0,0.0,2015.0,6.0,22.0,19558.25,59.31
Sell,4,Villa,60.0,Unknown,Residential,1,Existing Properties,358,Al Twar First,Unknown,1046.0,Unknown,Unknown,Dubai International Airport,Al Nahda Metro Station,City Centre Mirdif,Unknown,0,1209.6,1.0,1.0,0.0,2007.0,5.0,21.0,3389.55,1209.6
Sell - Pre registration,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,350,Al Thanyah Fifth,MBL Signature,3780.0,MBL Signature,Jumeirah Islands,Burj Al Arab,Damac Properties,Marina Mall,1 B/R,1,76.24,1.0,1.0,0.0,2025.0,8.0,21.0,24219.08,76.24
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,390,Burj Khalifa,Burj Views Tower C,1451.0,BURJ VIEWS,DownTown Dubai,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,2 B/R,1,125.23,1.0,1.0,0.0,2015.0,6.0,22.0,37785.58,125.23
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,390,Burj Khalifa,Burj Views Tower B,1451.0,BURJ VIEWS,DownTown Dubai,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,1 B/R,1,85.47,1.0,1.0,0.0,2012.0,2.0,23.0,10166.0,85.47
Sell,1,Land,60.0,Unknown,Residential,1,Existing Properties,318,Jumeirah Third,Unknown,1046.0,Unknown,Unknown,Burj Khalifa,Business Bay Metro Station,Dubai Mall,Unknown,0,2722.99,1.0,1.0,0.0,2015.0,6.0,22.0,6794.0,2189.4440000000054
Sell,4,Villa,60.0,Unknown,Residential,1,Existing Properties,314,Al Saffa Second,Unknown,1046.0,Unknown,Unknown,Burj Al Arab,Noor Bank Metro Station,Mall of the Emirates,Unknown,0,502.88,1.0,1.0,0.0,2015.0,6.0,22.0,9687.6,502.88
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,435,Al Hebiah Fourth,Royale Residence 2,479.0,ROYALE RESIDENCE2,Dubai Sports City,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,1 B/R,1,88.62,1.0,1.0,0.0,2018.0,7.0,23.0,6939.74,88.62
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,435,Al Hebiah Fourth,EUROPEAN,323.0,CANAL RESIDENCE WEST (PHASE 1),Dubai Sports City,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,2 B/R,1,141.37,1.0,1.0,0.0,2021.0,9.0,13.0,5022.28,141.37
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,390,Burj Khalifa,CLAREN TOWER 2,1275.0,CLAREN 1,DownTown Dubai,Downtown Dubai,Business Bay Metro Station,Dubai Mall,2 B/R,1,154.2,1.0,1.0,0.0,2015.0,6.0,22.0,19778.78,154.2
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,CAYAN TOWER,130.0,CAYAN TOWER,Dubai Marina,Burj Al Arab,Marina Towers,Marina Mall,2 B/R,1,116.56,1.0,1.0,0.0,2022.0,12.0,20.0,13605.21,116.56
Sell - Pre registration,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,351,Al Thanyah Third,TNARO,1459.0,TANARO,The Greens,Burj Al Arab,Nakheel Metro Station,Marina Mall,1 B/R,1,69.77,1.0,1.0,0.0,2015.0,6.0,22.0,17570.42,69.77
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,410,Palm Jumeirah,SOUTHERN,1046.0,Unknown,Palm Jumeirah,Burj Al Arab,Palm Jumeirah,Marina Mall,1 B/R,1,124.32,1.0,1.0,0.0,2010.0,9.0,28.0,15859.51,124.32
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,410,Palm Jumeirah,AL HASEER B7,1046.0,Unknown,Palm Jumeirah,Burj Al Arab,Palm Jumeirah,Marina Mall,2 B/R,1,144.0,1.0,2.0,0.0,2009.0,12.0,28.0,9038.19,144.0
Sell,4,Villa,4.0,Villa,Residential,1,Existing Properties,352,Al Thanayah Fourth,Unknown,1053.0,Emirates Living - Springs 15,Springs - 1,Sports City Swimming Academy,Damac Properties,Marina Mall,2 B/R,0,269.85,1.0,1.0,0.0,2015.0,6.0,22.0,4947.19,269.85
Delayed Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,409,Al Barshaa South Third,SUNRISE LEGEND,2173.0,SUNRISE LEGEND,Arjan,Motor City,Sharaf Dg Metro Station,Mall of the Emirates,1 B/R,1,77.84,1.0,1.0,0.0,2021.0,9.0,30.0,10464.23,77.84
Sell,3,Unit,23.0,Shop,Commercial,1,Existing Properties,371,Al Safouh Second,Dubai Jewel Tower,1046.0,Unknown,Site A,Burj Al Arab,Dubai Internet City,Mall of the Emirates,Unknown,1,43.2,1.0,2.0,0.0,2025.0,10.0,15.0,5208.33,43.2
Sell,4,Villa,4.0,Villa,Residential,1,Existing Properties,351,Al Thanyah Third,Unknown,1062.0,The Lakes Zulal,Unknown,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,3 B/R,0,308.98,2.0,1.0,0.0,2013.0,6.0,27.0,10194.83,308.98
Sell - Pre registration,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,435,Al Hebiah Fourth,AURELIA RESIDENCE,3768.0,AURELIA RESIDENCE,Dubai Sports City,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,Studio,1,44.01,1.0,1.0,0.0,2025.0,9.0,18.0,13798.0,44.01
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,Bahar 4,1046.0,Unknown,Jumeriah Beach Residence  - JBR,Burj Al Arab,Jumeirah Beach Resdency,Marina Mall,1 B/R,1,117.74,1.0,1.0,0.0,2008.0,8.0,27.0,18298.03,117.74
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,Delphine W3,1046.0,Unknown,Dubai Marina,Burj Al Arab,Jumeirah Beach Residency,Marina Mall,2 B/R,1,138.98,1.0,1.0,0.0,2024.0,7.0,18.0,25183.48,138.98
Sell,3,Unit,112.0,Hotel Rooms,Hospitality ,1,Existing Properties,330,Marsa Dubai,TFG MARINA,1318.0,TFG MARINA,Dubai Marina,Sports City Swimming Academy,Jumeirah Beach Residency,Marina Mall,Studio,1,56.65,1.0,3.0,0.0,2017.0,9.0,18.0,29346.87,56.65
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,OCEAN HEIGHTS,431.0,OCEAN HEIGHTS,Dubai Marina,Burj Al Arab,Mina Seyahi,Marina Mall,1 B/R,1,86.21,2.0,1.0,0.0,2015.0,6.0,22.0,17399.37,86.21
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,343,Al Warsan First,E-07,1046.0,Unknown,International City Phase 1,Unknown,Rashidiya Metro Station,City Centre Mirdif,1 B/R,0,67.0,1.0,1.0,0.0,2013.0,1.0,23.0,5447.76,67.0
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,AL SEEF 1,42.0,ALSEEF I,Dubai Marina,Burj Al Arab,Mina Seyahi,Marina Mall,3 B/R,1,330.15,1.0,1.0,0.0,2015.0,6.0,22.0,3884.76,330.15
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,Sparkle Tower 1,1551.0,SPARKLE TOWERS,Dubai Marina,Burj Al Arab,Jumeirah Beach Residency,Marina Mall,1 B/R,1,80.11,3.0,1.0,0.0,2019.0,10.0,17.0,17683.98,80.11
Sell - Pre registration,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,435,Al Hebiah Fourth,UNIESTATE SPORTS TOWER,806.0,UNIESTATE SPORTS TOWER,Dubai Sports City,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,Studio,1,40.67,1.0,1.0,0.0,2017.0,4.0,19.0,10081.14,40.67
Sell - Pre registration,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,409,Al Barshaa South Third,Joya Blanca Residences,2219.0,Joya Blanca Residences ,Arjan,Motor City,Sharaf Dg Metro Station,Mall of the Emirates,1 B/R,1,79.03,1.0,1.0,0.0,2015.0,6.0,22.0,6957.27,79.03
Sell - Pre registration,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,409,Al Barshaa South Third,VINCITORE PALACIO,1715.0,VINCITORE PALACIO,Arjan,Motor City,Sharaf Dg Metro Station,Mall of the Emirates,Studio,1,43.94,1.0,1.0,0.0,2015.0,6.0,22.0,13185.89,43.94
Sell,4,Villa,4.0,Villa,Residential,1,Existing Properties,352,Al Thanayah Fourth,Unknown,1046.0,Emirates Living - Springs 9,Springs - 2,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,2 B/R,0,249.82,1.0,1.0,0.0,2008.0,7.0,29.0,1932.94,249.82
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,390,Burj Khalifa,ZAAFARAN 4,1046.0,Unknown,DownTown Dubai,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,1 B/R,1,83.24,1.0,2.0,0.0,2021.0,4.0,15.0,15617.49,83.24
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,435,Al Hebiah Fourth,The Matrix,99.0,THE MATRIX,Dubai Sports City,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,1 B/R,1,103.51,1.0,2.0,0.0,2015.0,6.0,22.0,10659.16,103.51
Sell,2,Building,60.0,Unknown,Residential / Commercial,1,Existing Properties,339,Al Mararr,Unknown,1046.0,Unknown,Unknown,Dubai International Airport,Baniyas Square Metro Station,Dubai Mall,Unknown,0,1673.46,1.0,1.0,0.0,2015.0,6.0,22.0,34658.73,1673.46
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,Sadaf 6,1046.0,Unknown,Jumeriah Beach Residence  - JBR,Burj Al Arab,Jumeirah Beach Resdency,Marina Mall,3 B/R,1,173.39,1.0,2.0,0.0,2013.0,7.0,29.0,15283.47,173.39
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,CAYAN TOWER,130.0,CAYAN TOWER,Dubai Marina,Burj Al Arab,Marina Towers,Marina Mall,1 B/R,1,70.75,1.0,2.0,0.0,2015.0,6.0,22.0,12743.46,70.75
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,Sadaf 7,1046.0,Unknown,Jumeriah Beach Residence  - JBR,Burj Al Arab,Jumeirah Beach Resdency,Marina Mall,2 B/R,1,120.08,1.0,1.0,0.0,2012.0,7.0,31.0,9993.34,120.08
Sell,3,Unit,60.0,Flat,Residential,1,Existing Properties,351,Al Thanyah Third,AL THAYYAL-1,1046.0,Unknown,The Greens,Burj Al Arab,Dubai Internet City,Marina Mall,1 B/R,1,68.7,1.0,1.0,0.0,2013.0,11.0,26.0,11730.79,68.7
