transaction_id,procedure_id,trans_group_id,trans_group_ar,trans_group_en,procedure_name_ar,procedure_name_en,instance_date,property_type_id,property_type_ar,property_type_en,property_sub_type_id,property_sub_type_ar,property_sub_type_en,property_usage_ar,property_usage_en,reg_type_id,reg_type_ar,reg_type_en,area_id,area_name_ar,area_name_en,building_name_ar,building_name_en,project_number,project_name_ar,project_name_en,master_project_en,master_project_ar,nearest_landmark_ar,nearest_landmark_en,nearest_metro_ar,nearest_metro_en,nearest_mall_ar,nearest_mall_en,rooms_ar,rooms_en,has_parking,procedure_area,actual_worth,meter_sale_price,rent_value,meter_rent_price,no_of_parties_role_1,no_of_parties_role_2,no_of_parties_role_3,source_dataset,actual_worth_was_missing,procedure_area_was_missing,meter_sale_price_was_missing,rent_value_was_missing,meter_rent_price_was_missing,instance_year,instance_month,instance_day
3-9-2006-163,9,3,هبات,Gifts,هبه,Grant,2006-10-16,4,فيلا,Villa,60.0,Unknown,Unknown,سكني,Residential,1,العقارات القائمة,Existing Properties,278,منخول,Mankhool,Unknown,Unknown,1046.0,Unknown,Unknown,Unknown,Unknown,برج خليفة,Burj Khalifa,محطة مترو بنك أبوظبي التجاري,ADCB Metro Station,مول دبي,Dubai Mall,Unknown,Unknown,0,3162.42,12000000,3794.56,1259412.0,8456.15,3.0,1.0,0.0,transactions,0,0,0,1,1,2006.0,10.0,16.0
3-9-2019-2944,9,3,هبات,Gifts,هبه,Grant,2019-11-13,1,أرض,Land,60.0,Unknown,Unknown,سكني,Residential,1,العقارات القائمة,Existing Properties,278,منخول,Mankhool,Unknown,Unknown,1046.0,Unknown,Unknown,Unknown,Unknown,برج خليفة,Burj Khalifa,محطة مترو بنك أبوظبي التجاري,ADCB Metro Station,مول دبي,Dubai Mall,Unknown,Unknown,0,209.09,916659,4384.04,1259412.0,8456.15,2.0,4.0,0.0,transactions,0,0,0,1,1,2019.0,11.0,13.0
2-13-1999-347,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,1999-03-22,1,أرض,Land,60.0,Unknown,Unknown,سكني,Residential,1,العقارات القائمة,Existing Properties,278,منخول,Mankhool,Unknown,Unknown,1046.0,Unknown,Unknown,Unknown,Unknown,برج خليفة,Burj Khalifa,محطة مترو بنك أبوظبي التجاري,ADCB Metro Station,مول دبي,Dubai Mall,Unknown,Unknown,0,1062.72,1200000,1129.18,1259412.0,8456.15,1.0,1.0,0.0,transactions,0,0,0,1,1,1999.0,3.0,22.0
2-13-2001-690,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,2001-08-20,2,مبنى,Building,60.0,Unknown,Unknown,سكني / تجاري,Residential / Commercial,1,العقارات القائمة,Existing Properties,388,عود ميثا,Oud Metha,Unknown,Unknown,1046.0,Unknown,Unknown,Unknown,Unknown,برج خليفة,Burj Khalifa,محطة مترو عود ميثاء,Oud Metha Metro Station,مول دبي,Dubai Mall,Unknown,Unknown,0,1337.8,4519342,3378.19,1259412.0,8456.15,1.0,1.0,0.0,transactions,0,0,0,1,1,2001.0,8.0,20.0
2-13-2020-9477,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,2020-11-30,2,مبنى,Building,60.0,Unknown,Unknown,سكني,Residential,1,العقارات القائمة,Existing Properties,276,البدع,Al Bada,Unknown,Unknown,1046.0,Unknown,Unknown,Unknown,Unknown,برج خليفة,Burj Khalifa,محطة مترو المركز التجاري,Trade Centre Metro Station,مول دبي,Dubai Mall,Unknown,Unknown,0,278.71,2500000,8969.9,1259412.0,8456.15,1.0,1.0,0.0,transactions,0,0,0,1,1,2020.0,11.0,30.0
1-11-2013-15239,11,1,مبايعات,Sales,بيع,Sell,2013-05-16,4,فيلا,Villa,60.0,Unknown,Unknown,سكني,Residential,1,العقارات القائمة,Existing Properties,276,البدع,Al Bada,Unknown,Unknown,1046.0,Unknown,Unknown,Unknown,Unknown,برج خليفة,Burj Khalifa,محطة مترو أبراج الإمارات,Emirates Towers Metro Station,مول دبي,Dubai Mall,Unknown,Unknown,0,382.67,2000000,5226.44,1259412.0,8456.15,1.0,1.0,0.0,transactions,0,0,0,1,1,2013.0,5.0,16.0
2-13-1999-532,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,1999-04-26,4,فيلا,Villa,60.0,Unknown,Unknown,سكني,Residential,1,العقارات القائمة,Existing Properties,276,البدع,Al Bada,Unknown,Unknown,1046.0,Unknown,Unknown,Unknown,Unknown,برج خليفة,Burj Khalifa,محطة مترو المركز التجاري,Trade Centre Metro Station,مول دبي,Dubai Mall,Unknown,Unknown,0,3626.93,1900000,523.86,1259412.0,8456.15,1.0,1.0,0.0,transactions,0,0,0,1,1,1999.0,4.0,26.0
2-13-1998-354,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,,2,مبنى,Building,60.0,Unknown,Unknown,سكني / تجاري,Residential / Commercial,1,العقارات القائمة,Existing Properties,271,الكرامه,Al Karama,Unknown,Unknown,1046.0,Unknown,Unknown,Unknown,Unknown,مطار دبي الدولي,Dubai International Airport,محطة مترو بنك أبوظبي التجاري,ADCB Metro Station,مول دبي,Dubai Mall,Unknown,Unknown,0,929.03,5000000,5381.96,1259412.0,8456.15,1.0,1.0,0.0,transactions,0,0,0,1,1,2015.0,6.0,22.0
2-13-2007-1077,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,,2,مبنى,Building,60.0,Unknown,Unknown,سكني,Residential,1,العقارات القائمة,Existing Properties,271,الكرامه,Al Karama,Unknown,Unknown,1046.0,Unknown,Unknown,Unknown,Unknown,برج خليفة,Burj Khalifa,محطة مترو بنك أبوظبي التجاري,ADCB Metro Station,مول دبي,Dubai Mall,Unknown,Unknown,0,211.35,1849364,8750.24,1259412.0,8456.15,1.0,1.0,0.0,transactions,0,0,0,1,1,2015.0,6.0,22.0
2-13-2006-578,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,2006-05-15,2,مبنى,Building,60.0,Unknown,Unknown,سكني,Residential,1,العقارات القائمة,Existing Properties,271,الكرامه,Al Karama,Unknown,Unknown,1046.0,Unknown,Unknown,Unknown,Unknown,برج خليفة,Burj Khalifa,محطة مترو بنك أبوظبي التجاري,ADCB Metro Station,مول دبي,Dubai Mall,Unknown,Unknown,0,211.35,1200000,5677.79,1259412.0,8456.15,1.0,1.0,0.0,transactions,0,0,0,1,1,2006.0,5.0,15.0
1-11-2025-37635,11,1,مبايعات,Sales,بيع,Sell,,2,مبنى,Building,60.0,Unknown,Unknown,تجاري,Commercial,1,العقارات القائمة,Existing Properties,271,الكرامه,Al Karama,Unknown,Unknown,1046.0,Unknown,Unknown,Unknown,Unknown,برج خليفة,Burj Khalifa,محطة مترو بنك أبوظبي التجاري,ADCB Metro Station,مول دبي,Dubai Mall,Unknown,Unknown,0,211.51,13386000,63287.79,1259412.0,8456.15,1.0,1.0,0.0,transactions,0,0,0,1,1,2015.0,6.0,22.0
1-11-2023-24638,11,1,مبايعات,Sales,بيع,Sell,2023-08-18,2,مبنى,Building,60.0,Unknown,Unknown,سكني,Residential,1,العقارات القائمة,Existing Properties,271,الكرامه,Al Karama,Unknown,Unknown,1046.0,Unknown,Unknown,Unknown,Unknown,برج خليفة,Burj Khalifa,محطة مترو بنك أبوظبي التجاري,ADCB Metro Station,مول دبي,Dubai Mall,Unknown,Unknown,0,211.35,5000000,23657.44,1259412.0,8456.15,14.0,1.0,0.0,transactions,0,0,0,1,1,2023.0,8.0,18.0
1-11-2015-15588,11,1,مبايعات,Sales,بيع,Sell,2015-10-21,2,مبنى,Building,60.0,Unknown,Unknown,تجاري,Commercial,1,العقارات القائمة,Existing Properties,271,الكرامه,Al Karama,Unknown,Unknown,1046.0,Unknown,Unknown,Unknown,Unknown,برج خليفة,Burj Khalifa,محطة مترو بنك أبوظبي التجاري,ADCB Metro Station,مول دبي,Dubai Mall,Unknown,Unknown,0,211.35,5000000,23657.44,1259412.0,8456.15,12.0,1.0,0.0,transactions,0,0,0,1,1,2015.0,10.0,21.0
2-13-2005-88,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,,2,مبنى,Building,60.0,Unknown,Unknown,سكني / تجاري,Residential / Commercial,1,العقارات القائمة,Existing Properties,271,الكرامه,Al Karama,Unknown,Unknown,1046.0,Unknown,Unknown,Unknown,Unknown,برج خليفة,Burj Khalifa,محطة مترو بنك أبوظبي التجاري,ADCB Metro Station,مول دبي,Dubai Mall,Unknown,Unknown,0,1969.54,4500000,2284.8,1259412.0,8456.15,1.0,1.0,0.0,transactions,0,0,0,1,1,2015.0,6.0,22.0
2-14-2010-301,14,2,رهون,Mortgages,تعديل رهن,Modify Mortgage,,2,مبنى,Building,60.0,Unknown,Unknown,سكني / تجاري,Residential / Commercial,1,العقارات القائمة,Existing Properties,367,السوق الكبير,Al Suq Al Kabeer,Unknown,Unknown,1046.0,Unknown,Unknown,Unknown,Unknown,مطار دبي الدولي,Dubai International Airport,محطة مترو الغبيبة,Al Ghubaiba Metro Station,مول دبي,Dubai Mall,Unknown,Unknown,0,964.15,42537080,44118.74,1259412.0,8456.15,2.0,1.0,0.0,transactions,0,0,0,1,1,2015.0,6.0,22.0
3-9-2010-187,9,3,هبات,Gifts,هبه,Grant,2010-03-29,2,مبنى,Building,60.0,Unknown,Unknown,سكني,Residential,1,العقارات القائمة,Existing Properties,267,الرفاعه,Al Raffa,Unknown,Unknown,1046.0,Unknown,Unknown,Unknown,Unknown,برج خليفة,Burj Khalifa,محطة مترو الغبيبة,Al Ghubaiba Metro Station,مول دبي,Dubai Mall,Unknown,Unknown,0,393.44,5395711,13714.19,1259412.0,8456.15,1.0,1.0,0.0,transactions,0,0,0,1,1,2010.0,3.0,29.0
1-11-2025-22014,11,1,مبايعات,Sales,بيع,Sell,2025-05-29,2,مبنى,Building,60.0,Unknown,Unknown,سكني / تجاري,Residential / Commercial,1,العقارات القائمة,Existing Properties,269,الحمريه,Al Hamriya,Unknown,Unknown,1046.0,Unknown,Unknown,Unknown,Unknown,مطار دبي الدولي,Dubai International Airport,محطة مترو برجمان,Burjuman Metro Station,مول دبي,Dubai Mall,Unknown,Unknown,0,5171.22,73500000,14213.28,1259412.0,8456.15,1.0,1.0,0.0,transactions,0,0,0,1,1,2025.0,5.0,29.0
2-14-2012-811,14,2,رهون,Mortgages,تعديل رهن,Modify Mortgage,2012-11-26,2,مبنى,Building,60.0,Unknown,Unknown,سكني / تجاري,Residential / Commercial,1,العقارات القائمة,Existing Properties,269,الحمريه,Al Hamriya,Unknown,Unknown,1046.0,Unknown,Unknown,Unknown,Unknown,مطار دبي الدولي,Dubai International Airport,محطة مترو برجمان,Burjuman Metro Station,مول دبي,Dubai Mall,Unknown,Unknown,0,5102.23,46112000,9037.62,1259412.0,8456.15,8.0,1.0,0.0,transactions,0,0,0,1,1,2012.0,11.0,26.0
2-14-2003-54,14,2,رهون,Mortgages,تعديل رهن,Modify Mortgage,2003-04-14,2,مبنى,Building,60.0,Unknown,Unknown,سكني / تجاري,Residential / Commercial,1,العقارات القائمة,Existing Properties,266,السطوه,Al Satwa,Unknown,Unknown,1046.0,Unknown,Unknown,Unknown,Unknown,برج خليفة,Burj Khalifa,محطة مترو المركز التجاري,Trade Centre Metro Station,مول دبي,Dubai Mall,Unknown,Unknown,0,358.05,500000,1396.45,1259412.0,8456.15,1.0,1.0,0.0,transactions,0,0,0,1,1,2003.0,4.0,14.0
3-9-2025-3468,9,3,هبات,Gifts,هبه,Grant,,2,مبنى,Building,60.0,Unknown,Unknown,سكني,Residential,1,العقارات القائمة,Existing Properties,266,السطوه,Al Satwa,Unknown,Unknown,1046.0,Unknown,Unknown,Unknown,Unknown,برج خليفة,Burj Khalifa,محطة مترو المركز التجاري,Trade Centre Metro Station,مول دبي,Dubai Mall,Unknown,Unknown,0,105.29,2000001,18995.17,1259412.0,8456.15,1.0,2.0,0.0,transactions,0,0,0,1,1,2015.0,6.0,22.0
1-11-2002-249,11,1,مبايعات,Sales,بيع,Sell,,4,فيلا,Villa,60.0,Unknown,Unknown,سكني,Residential,1,العقارات القائمة,Existing Properties,266,السطوه,Al Satwa,Unknown,Unknown,1046.0,Unknown,Unknown,Unknown,Unknown,برج خليفة,Burj Khalifa,محطة مترو المركز التجاري,Trade Centre Metro Station,مول دبي,Dubai Mall,Unknown,Unknown,0,232.26,600000,2583.31,1259412.0,8456.15,4.0,1.0,0.0,transactions,0,0,0,1,1,2015.0,6.0,22.0
1-11-2023-19347,11,1,مبايعات,Sales,بيع,Sell,2023-06-22,1,أرض,Land,60.0,Unknown,Unknown,سكني,Residential,1,العقارات القائمة,Existing Properties,266,السطوه,Al Satwa,Unknown,Unknown,1046.0,Unknown,Unknown,Unknown,Unknown,برج خليفة,Burj Khalifa,محطة مترو المركز التجاري,Trade Centre Metro Station,مول دبي,Dubai Mall,Unknown,Unknown,0,195.1,4000000,20502.31,1259412.0,8456.15,4.0,3.0,0.0,transactions,0,0,0,1,1,2023.0,6.0,22.0
1-11-2006-254,11,1,مبايعات,Sales,بيع,Sell,2006-02-27,1,أرض,Land,60.0,Unknown,Unknown,سكني,Residential,1,العقارات القائمة,Existing Properties,264,ند الحمر,Nad Al Hamar,Unknown,Unknown,1046.0,Unknown,Unknown,Unknown,Unknown,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,Unknown,Unknown,0,910.45,1519000,1668.41,1259412.0,8456.15,1.0,1.0,0.0,transactions,0,0,0,1,1,2006.0,2.0,27.0
1-11-2013-2580,11,1,مبايعات,Sales,بيع,Sell,2013-01-28,1,أرض,Land,60.0,Unknown,Unknown,سكني,Residential,1,العقارات القائمة,Existing Properties,264,ند الحمر,Nad Al Hamar,Unknown,Unknown,1046.0,Unknown,Unknown,Unknown,Unknown,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,Unknown,Unknown,0,1428.38,2921250,2045.15,1259412.0,8456.15,10.0,2.0,0.0,transactions,0,0,0,1,1,2013.0,1.0,28.0
1-11-2004-1548,11,1,مبايعات,Sales,بيع,Sell,,1,أرض,Land,60.0,Unknown,Unknown,سكني,Residential,1,العقارات القائمة,Existing Properties,264,ند الحمر,Nad Al Hamar,Unknown,Unknown,1046.0,Unknown,Unknown,Unknown,Unknown,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,Unknown,Unknown,0,1393.55,800000,574.07,1259412.0,8456.15,1.0,1.0,0.0,transactions,0,0,0,1,1,2015.0,6.0,22.0
2-13-1999-91,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,,4,فيلا,Villa,60.0,Unknown,Unknown,سكني,Residential,1,العقارات القائمة,Existing Properties,264,ند الحمر,Nad Al Hamar,Unknown,Unknown,1046.0,Unknown,Unknown,Unknown,Unknown,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,Unknown,Unknown,0,1393.55,250000,179.4,1259412.0,8456.15,1.0,1.0,0.0,transactions,0,0,0,1,1,2015.0,6.0,22.0
2-13-2003-753,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,2003-09-23,4,فيلا,Villa,60.0,Unknown,Unknown,سكني,Residential,1,العقارات القائمة,Existing Properties,264,ند الحمر,Nad Al Hamar,Unknown,Unknown,1046.0,Unknown,Unknown,Unknown,Unknown,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,Unknown,Unknown,0,1393.55,500000,358.8,1259412.0,8456.15,1.0,1.0,0.0,transactions,0,0,0,1,1,2003.0,9.0,23.0
2-13-1994-187,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,2002-01-14,4,فيلا,Villa,60.0,Unknown,Unknown,سكني,Residential,1,العقارات القائمة,Existing Properties,264,ند الحمر,Nad Al Hamar,Unknown,Unknown,1046.0,Unknown,Unknown,Unknown,Unknown,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,Unknown,Unknown,0,1393.55,500000,358.8,1259412.0,8456.15,1.0,1.0,0.0,transactions,0,0,0,1,1,2002.0,1.0,14.0
2-13-1999-174,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,1999-02-22,4,فيلا,Villa,60.0,Unknown,Unknown,سكني,Residential,1,العقارات القائمة,Existing Properties,264,ند الحمر,Nad Al Hamar,Unknown,Unknown,1046.0,Unknown,Unknown,Unknown,Unknown,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,Unknown,Unknown,0,1393.55,500000,358.8,1259412.0,8456.15,1.0,1.0,0.0,transactions,0,0,0,1,1,1999.0,2.0,22.0
2-13-2004-474,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,,4,فيلا,Villa,60.0,Unknown,Unknown,سكني,Residential,1,العقارات القائمة,Existing Properties,264,ند الحمر,Nad Al Hamar,Unknown,Unknown,1046.0,Unknown,Unknown,Unknown,Unknown,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,Unknown,Unknown,0,1393.55,500000,358.8,1259412.0,8456.15,1.0,1.0,0.0,transactions,0,0,0,1,1,2015.0,6.0,22.0
2-13-2017-6703,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,,4,فيلا,Villa,60.0,Unknown,Unknown,سكني,Residential,1,العقارات القائمة,Existing Properties,378,القرهود,Al Garhoud,Unknown,Unknown,1046.0,Unknown,Unknown,Unknown,Unknown,مطار دبي الدولي,Dubai International Airport,محطة مترو مبنى المطار رقم 1,Airport Terminal 1 Metro Station,سيتي سنتر مردف,City Centre Mirdif,Unknown,Unknown,0,5537.02,20280000,3662.62,1259412.0,8456.15,1.0,1.0,0.0,transactions,0,0,0,1,1,2015.0,6.0,22.0
1-11-2017-2142,11,1,مبايعات,Sales,بيع,Sell,2017-02-13,4,فيلا,Villa,60.0,Unknown,Unknown,سكني,Residential,1,العقارات القائمة,Existing Properties,234,هور العنز شرق,Hor Al Anz East,Unknown,Unknown,1046.0,Unknown,Unknown,Unknown,Unknown,مطار دبي الدولي,Dubai International Airport,محطة مترو القيادة,Al Qiyadah Metro Station,Unknown,Unknown,Unknown,Unknown,0,929.03,4000000,4305.57,1259412.0,8456.15,5.0,1.0,0.0,transactions,0,0,0,1,1,2017.0,2.0,13.0
2-13-2007-1550,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,2007-08-21,2,مبنى,Building,60.0,Unknown,Unknown,سكني / تجاري,Residential / Commercial,1,العقارات القائمة,Existing Properties,234,هور العنز شرق,Hor Al Anz East,Unknown,Unknown,1046.0,Unknown,Unknown,Unknown,Unknown,مطار دبي الدولي,Dubai International Airport,محطة مترو أبو هيل,Abu Hail Metro Station,سيتي سنتر مردف,City Centre Mirdif,Unknown,Unknown,0,1658.13,28856369,17402.96,1259412.0,8456.15,1.0,1.0,0.0,transactions,0,0,0,1,1,2007.0,8.0,21.0
2-13-2025-26356,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,2025-09-15,4,فيلا,Villa,60.0,Unknown,Unknown,سكني,Residential,1,العقارات القائمة,Existing Properties,231,الممزر,Al Mamzer,Unknown,Unknown,1046.0,Unknown,Unknown,Unknown,Unknown,مطار دبي الدولي,Dubai International Airport,محطة مترو القيادة,Al Qiyadah Metro Station,Unknown,Unknown,Unknown,Unknown,0,7454.35,15000000,2012.25,1259412.0,8456.15,9.0,1.0,0.0,transactions,0,0,0,1,1,2025.0,9.0,15.0
1-11-1998-674,11,1,مبايعات,Sales,بيع,Sell,,4,فيلا,Villa,60.0,Unknown,Unknown,سكني,Residential,1,العقارات القائمة,Existing Properties,231,الممزر,Al Mamzer,Unknown,Unknown,1046.0,Unknown,Unknown,Unknown,Unknown,مطار دبي الدولي,Dubai International Airport,محطة مترو القيادة,Al Qiyadah Metro Station,Unknown,Unknown,Unknown,Unknown,0,1412.13,1520000,1076.39,1259412.0,8456.15,1.0,1.0,0.0,transactions,0,0,0,1,1,2015.0,6.0,22.0
1-11-2011-14707,11,1,مبايعات,Sales,بيع,Sell,2011-09-20,2,مبنى,Building,60.0,Unknown,Unknown,سكني,Residential,1,العقارات القائمة,Existing Properties,239,البراحه,Al Baraha,Unknown,Unknown,1046.0,Unknown,Unknown,Unknown,Unknown,مطار دبي الدولي,Dubai International Airport,محطة مترو صلاح الدين,Salah Al Din Metro Station,مول دبي,Dubai Mall,Unknown,Unknown,0,152.18,3500000,22999.08,1259412.0,8456.15,1.0,1.0,0.0,transactions,0,0,0,1,1,2011.0,9.0,20.0
1-11-2021-5919,11,1,مبايعات,Sales,بيع,Sell,,2,مبنى,Building,60.0,Unknown,Unknown,سكني,Residential,1,العقارات القائمة,Existing Properties,239,البراحه,Al Baraha,Unknown,Unknown,1046.0,Unknown,Unknown,Unknown,Unknown,مطار دبي الدولي,Dubai International Airport,محطة مترو صلاح الدين,Salah Al Din Metro Station,مول دبي,Dubai Mall,Unknown,Unknown,0,225.29,6000000,26632.34,1259412.0,8456.15,2.0,1.0,0.0,transactions,0,0,0,1,1,2015.0,6.0,22.0
1-11-2007-3733,11,1,مبايعات,Sales,بيع,Sell,,2,مبنى,Building,60.0,Unknown,Unknown,سكني,Residential,1,العقارات القائمة,Existing Properties,239,البراحه,Al Baraha,Unknown,Unknown,1046.0,Unknown,Unknown,Unknown,Unknown,مطار دبي الدولي,Dubai International Airport,محطة مترو صلاح الدين,Salah Al Din Metro Station,مول دبي,Dubai Mall,Unknown,Unknown,0,243.96,12000000,49188.39,1259412.0,8456.15,1.0,1.0,0.0,transactions,0,0,0,1,1,2015.0,6.0,22.0
1-11-2008-308,11,1,مبايعات,Sales,بيع,Sell,2008-01-23,2,مبنى,Building,60.0,Unknown,Unknown,سكني,Residential,1,العقارات القائمة,Existing Properties,239,البراحه,Al Baraha,Unknown,Unknown,1046.0,Unknown,Unknown,Unknown,Unknown,مطار دبي الدولي,Dubai International Airport,محطة مترو صلاح الدين,Salah Al Din Metro Station,Unknown,Unknown,Unknown,Unknown,0,225.29,11200000,49713.7,1259412.0,8456.15,1.0,1.0,0.0,transactions,0,0,0,1,1,2008.0,1.0,23.0
2-13-2009-942,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,,4,فيلا,Villa,60.0,Unknown,Unknown,سكني,Residential,1,العقارات القائمة,Existing Properties,232,مردف,Mirdif,Unknown,Unknown,1046.0,Unknown,Unknown,Unknown,Unknown,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,Unknown,Unknown,0,696.77,2000000,2870.39,1259412.0,8456.15,1.0,1.0,0.0,transactions,0,0,0,1,1,2015.0,6.0,22.0
1-11-2007-1000,11,1,مبايعات,Sales,بيع,Sell,,2,مبنى,Building,60.0,Unknown,Unknown,تجاري,Commercial,1,العقارات القائمة,Existing Properties,242,الراس,Al Ras,Unknown,Unknown,1046.0,Unknown,Unknown,Unknown,Unknown,مطار دبي الدولي,Dubai International Airport,محطة مترو الراس,Al Ras Metro Station,مول دبي,Dubai Mall,Unknown,Unknown,0,241.08,3500000,14518.0,1259412.0,8456.15,1.0,1.0,0.0,transactions,0,0,0,1,1,2015.0,6.0,22.0
2-14-2005-168,14,2,رهون,Mortgages,تعديل رهن,Modify Mortgage,2005-07-18,2,مبنى,Building,60.0,Unknown,Unknown,سكني / تجاري,Residential / Commercial,1,العقارات القائمة,Existing Properties,242,الراس,Al Ras,Unknown,Unknown,1046.0,Unknown,Unknown,Unknown,Unknown,مطار دبي الدولي,Dubai International Airport,محطة مترو الراس,Al Ras Metro Station,مول دبي,Dubai Mall,Unknown,Unknown,0,274.81,7000000,25472.14,1259412.0,8456.15,2.0,1.0,0.0,transactions,0,0,0,1,1,2005.0,7.0,18.0
2-13-2016-3140,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,2016-04-26,4,فيلا,Villa,60.0,Unknown,Unknown,سكني,Residential,1,العقارات القائمة,Existing Properties,232,مردف,Mirdif,Unknown,Unknown,1046.0,Unknown,Unknown,Unknown,Unknown,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,Unknown,Unknown,0,904.6,5930000,6555.38,1259412.0,8456.15,1.0,1.0,0.0,transactions,0,0,0,1,1,2016.0,4.0,26.0
1-11-2003-242,11,1,مبايعات,Sales,بيع,Sell,2003-02-25,4,فيلا,Villa,60.0,Unknown,Unknown,سكني,Residential,1,العقارات القائمة,Existing Properties,232,مردف,Mirdif,Unknown,Unknown,1046.0,Unknown,Unknown,Unknown,Unknown,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,Unknown,Unknown,0,672.34,521064,775.0,1259412.0,8456.15,1.0,1.0,0.0,transactions,0,0,0,1,1,2003.0,2.0,25.0
1-11-2025-21741,11,1,مبايعات,Sales,بيع,Sell,2025-05-27,4,فيلا,Villa,60.0,Unknown,Unknown,سكني,Residential,1,العقارات القائمة,Existing Properties,232,مردف,Mirdif,Unknown,Unknown,1046.0,Unknown,Unknown,Unknown,Unknown,مطار دبي الدولي,Dubai International Airport,محطة مترو اتصالات,Etisalat Metro Station,سيتي سنتر مردف,City Centre Mirdif,Unknown,Unknown,0,1520.45,5500000,3617.35,1259412.0,8456.15,1.0,1.0,0.0,transactions,0,0,0,1,1,2025.0,5.0,27.0
1-11-1998-1076,11,1,مبايعات,Sales,بيع,Sell,1998-10-20,4,فيلا,Villa,60.0,Unknown,Unknown,سكني,Residential,1,العقارات القائمة,Existing Properties,232,مردف,Mirdif,Unknown,Unknown,1046.0,Unknown,Unknown,Unknown,Unknown,مطار دبي الدولي,Dubai International Airport,محطة مترو اتصالات,Etisalat Metro Station,سيتي سنتر مردف,City Centre Mirdif,Unknown,Unknown,0,672.34,920000,1368.36,1259412.0,8456.15,1.0,1.0,0.0,transactions,0,0,0,1,1,1998.0,10.0,20.0
1-11-1999-397,11,1,مبايعات,Sales,بيع,Sell,1999-06-21,4,فيلا,Villa,60.0,Unknown,Unknown,سكني,Residential,1,العقارات القائمة,Existing Properties,232,مردف,Mirdif,Unknown,Unknown,1046.0,Unknown,Unknown,Unknown,Unknown,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,Unknown,Unknown,0,1858.06,3550000,1910.59,1259412.0,8456.15,1.0,1.0,0.0,transactions,0,0,0,1,1,1999.0,6.0,21.0
2-32-2017-29,32,2,رهون,Mortgages,تعديل إيجارة تنتهى بالتملك,Lease to Own Modify,,4,فيلا,Villa,60.0,Unknown,Unknown,سكني,Residential,1,العقارات القائمة,Existing Properties,232,مردف,Mirdif,Unknown,Unknown,1046.0,Unknown,Unknown,Unknown,Unknown,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,Unknown,Unknown,0,924.57,3700000,4001.86,3700000.0,4001.86,1.0,1.0,0.0,transactions,0,0,0,0,0,2015.0,6.0,22.0
