transaction_id,procedure_id,trans_group_id,trans_group_ar,trans_group_en,procedure_name_ar,procedure_name_en,instance_date,property_type_id,property_type_ar,property_type_en,property_sub_type_id,property_sub_type_ar,property_sub_type_en,property_usage_ar,property_usage_en,reg_type_id,reg_type_ar,reg_type_en,area_id,area_name_ar,area_name_en,building_name_ar,building_name_en,project_number,project_name_ar,project_name_en,master_project_en,master_project_ar,nearest_landmark_ar,nearest_landmark_en,nearest_metro_ar,nearest_metro_en,nearest_mall_ar,nearest_mall_en,rooms_ar,rooms_en,has_parking,procedure_area,actual_worth,meter_sale_price,rent_value,meter_rent_price,no_of_parties_role_1,no_of_parties_role_2,no_of_parties_role_3,source_dataset,actual_worth_was_missing,procedure_area_was_missing,meter_sale_price_was_missing,rent_value_was_missing,meter_rent_price_was_missing,instance_year,instance_month,instance_day
2-13-2025-292,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,330,مرسى دبي,Marsa Dubai,مارينا ريزيدنس بي,MARINA RESIDENCE B,1046.0,Unknown,Unknown,Dubai Marina,دبي مارينا,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,أبراج بحيرات جميرا,Jumeirah Lakes Towers,مارينا مول,Marina Mall,غرفة,1 B/R,1,67.17,932800,13887.15,1259412.0,8456.15,1.0,1.0,0.0,transactions,0,0,0,1,1,2015.0,6.0,22.0
3-9-2018-1062,9,3,هبات,Gifts,هبه,Grant,2018-05-28,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,330,مرسى دبي,Marsa Dubai,مارينا ريزيدنس بي,MARINA RESIDENCE B,1046.0,Unknown,Unknown,Dubai Marina,دبي مارينا,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,أبراج بحيرات جميرا,Jumeirah Lakes Towers,مارينا مول,Marina Mall,غرفة,1 B/R,1,56.95,735604,12916.66,1259412.0,8456.15,1.0,1.0,0.0,transactions,0,0,0,1,1,2018.0,5.0,28.0
2-13-2025-34465,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,2025-11-25,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,330,مرسى دبي,Marsa Dubai,مارينا ريزيدنس بي,MARINA RESIDENCE B,1046.0,Unknown,Unknown,Dubai Marina,دبي مارينا,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,أبراج بحيرات جميرا,Jumeirah Lakes Towers,مارينا مول,Marina Mall,غرفة,1 B/R,1,61.97,920000,14845.89,1259412.0,8456.15,1.0,1.0,0.0,transactions,0,0,0,1,1,2025.0,11.0,25.0
3-9-2025-2318,9,3,هبات,Gifts,هبه,Grant,2025-04-25,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,330,مرسى دبي,Marsa Dubai,كاسكادس,CASCADES,1046.0,Unknown,Unknown,Dubai Marina,دبي مارينا,برج العرب,Burj Al Arab,أبراج بحيرات جميرا,Jumeirah Lakes Towers,مارينا مول,Marina Mall,غرفة,1 B/R,1,61.32,954806,15570.88,1259412.0,8456.15,2.0,1.0,0.0,transactions,0,0,0,1,1,2025.0,4.0,25.0
3-9-2004-300166,9,3,هبات,Gifts,هبه,Grant,2004-08-18,2,مبنى,Building,60.0,Unknown,Unknown,تجاري,Commercial,1,العقارات القائمة,Existing Properties,362,نايف,Naif,Unknown,Unknown,1046.0,Unknown,Unknown,Unknown,Unknown,مطار دبي الدولي,Dubai International Airport,محطة مترو ميدان بني ياس,Baniyas Square Metro Station,مول دبي,Dubai Mall,Unknown,Unknown,0,285.27,2754404,9655.43,1259412.0,8456.15,2.0,4.0,0.0,transactions,0,0,0,1,1,2004.0,8.0,18.0
2-13-2017-3447,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,2017-04-24,1,أرض,Land,60.0,Unknown,Unknown,سكني / تجاري,Residential / Commercial,1,العقارات القائمة,Existing Properties,297,الورقاء الاولى,Al Warqa First,Unknown,Unknown,1046.0,Unknown,Unknown,Unknown,Unknown,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,Unknown,Unknown,0,1396.42,15636000,11197.2,1259412.0,8456.15,1.0,1.0,0.0,transactions,0,0,0,1,1,2017.0,4.0,24.0
2-110-2007-180,110,2,رهون,Mortgages,تسجيل إيجارة تنتهى بالتملك,Lease to Own Registration,2007-03-28,4,فيلا,Villa,60.0,Unknown,Unknown,سكني,Residential,1,العقارات القائمة,Existing Properties,352,الثنيه الرابعة,Al Thanayah Fourth,Unknown,Unknown,1046.0,Unknown,Unknown,Meadows 1,السهول 1,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,عقارات داماك,Damac Properties,مارينا مول,Marina Mall,Unknown,Unknown,0,611.58,1990275,3254.32,1990275.0,3254.32,2.0,2.0,2.0,transactions,0,0,0,0,0,2007.0,3.0,28.0
1-11-2013-3756,11,1,مبايعات,Sales,بيع,Sell,,4,فيلا,Villa,60.0,Unknown,Unknown,سكني,Residential,1,العقارات القائمة,Existing Properties,352,الثنيه الرابعة,Al Thanayah Fourth,Unknown,Unknown,1046.0,Unknown,Unknown,Meadows 1,السهول 1,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,عقارات داماك,Damac Properties,مارينا مول,Marina Mall,Unknown,Unknown,0,527.04,1226800,2327.72,1259412.0,8456.15,1.0,1.0,0.0,transactions,0,0,0,1,1,2015.0,6.0,22.0
3-9-2022-3915,9,3,هبات,Gifts,هبه,Grant,2022-11-28,4,فيلا,Villa,60.0,Unknown,Unknown,سكني,Residential,1,العقارات القائمة,Existing Properties,352,الثنيه الرابعة,Al Thanayah Fourth,Unknown,Unknown,1046.0,Unknown,Unknown,Meadows 1,السهول 1,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,عقارات داماك,Damac Properties,مارينا مول,Marina Mall,Unknown,Unknown,0,687.02,3600000,5240.02,1259412.0,8456.15,1.0,1.0,0.0,transactions,0,0,0,1,1,2022.0,11.0,28.0
3-9-2016-780,9,3,هبات,Gifts,هبه,Grant,2016-05-26,4,فيلا,Villa,60.0,Unknown,Unknown,سكني,Residential,1,العقارات القائمة,Existing Properties,352,الثنيه الرابعة,Al Thanayah Fourth,Unknown,Unknown,1046.0,Unknown,Unknown,Meadows 1,السهول 1,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,عقارات داماك,Damac Properties,مارينا مول,Marina Mall,Unknown,Unknown,0,551.94,4500000,8153.06,1259412.0,8456.15,1.0,1.0,0.0,transactions,0,0,0,1,1,2016.0,5.0,26.0
1-11-2019-11035,11,1,مبايعات,Sales,بيع,Sell,2019-11-28,4,فيلا,Villa,60.0,Unknown,Unknown,سكني,Residential,1,العقارات القائمة,Existing Properties,352,الثنيه الرابعة,Al Thanayah Fourth,Unknown,Unknown,1046.0,Unknown,Unknown,Meadows 1,السهول 1,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,عقارات داماك,Damac Properties,مارينا مول,Marina Mall,Unknown,Unknown,0,588.45,2950000,5013.17,1259412.0,8456.15,2.0,1.0,0.0,transactions,0,0,0,1,1,2019.0,11.0,28.0
2-13-2012-3184,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,,4,فيلا,Villa,60.0,Unknown,Unknown,سكني,Residential,1,العقارات القائمة,Existing Properties,352,الثنيه الرابعة,Al Thanayah Fourth,Unknown,Unknown,1046.0,Unknown,Unknown,Meadows 1,السهول 1,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,عقارات داماك,Damac Properties,مارينا مول,Marina Mall,Unknown,Unknown,0,581.94,3000000,5155.17,1259412.0,8456.15,2.0,1.0,0.0,transactions,0,0,0,1,1,2015.0,6.0,22.0
1-11-2019-11224,11,1,مبايعات,Sales,بيع,Sell,,4,فيلا,Villa,60.0,Unknown,Unknown,سكني,Residential,1,العقارات القائمة,Existing Properties,352,الثنيه الرابعة,Al Thanayah Fourth,Unknown,Unknown,1046.0,Unknown,Unknown,Meadows 1,السهول 1,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,عقارات داماك,Damac Properties,مارينا مول,Marina Mall,Unknown,Unknown,0,1260.42,4005000,3177.51,1259412.0,8456.15,1.0,1.0,0.0,transactions,0,0,0,1,1,2015.0,6.0,22.0
1-110-2008-439,110,1,مبايعات,Sales,تسجيل إيجارة تنتهى بالتملك,Lease to Own Registration,2008-11-17,4,فيلا,Villa,60.0,Unknown,Unknown,سكني,Residential,1,العقارات القائمة,Existing Properties,352,الثنيه الرابعة,Al Thanayah Fourth,Unknown,Unknown,1046.0,Unknown,Unknown,Meadows 1,السهول 1,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,عقارات داماك,Damac Properties,مارينا مول,Marina Mall,Unknown,Unknown,0,603.5,1342800,2225.02,1259412.0,8456.15,2.0,2.0,2.0,transactions,0,0,0,1,1,2008.0,11.0,17.0
1-11-2008-4532,11,1,مبايعات,Sales,بيع,Sell,,4,فيلا,Villa,60.0,Unknown,Unknown,سكني,Residential,1,العقارات القائمة,Existing Properties,352,الثنيه الرابعة,Al Thanayah Fourth,Unknown,Unknown,1046.0,Unknown,Unknown,Meadows 1,السهول 1,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,عقارات داماك,Damac Properties,مارينا مول,Marina Mall,Unknown,Unknown,0,604.24,1242800,2056.8,1259412.0,8456.15,1.0,1.0,0.0,transactions,0,0,0,1,1,2015.0,6.0,22.0
1-11-2005-1875,11,1,مبايعات,Sales,بيع,Sell,2005-09-13,2,مبنى,Building,60.0,Unknown,Unknown,سكني / تجاري,Residential / Commercial,1,العقارات القائمة,Existing Properties,276,البدع,Al Bada,Unknown,Unknown,1046.0,Unknown,Unknown,Unknown,Unknown,برج خليفة,Burj Khalifa,محطة مترو المركز التجاري,Trade Centre Metro Station,مول دبي,Dubai Mall,Unknown,Unknown,0,227.61,1680000,7381.05,1259412.0,8456.15,1.0,1.0,0.0,transactions,0,0,0,1,1,2005.0,9.0,13.0
1-11-2017-11642,11,1,مبايعات,Sales,بيع,Sell,2017-09-18,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,410,نخلة جميرا,Palm Jumeirah,اكوامارين,AQUAMARINE,1040.0,تيارا ريزيدنس,TIARA RESIDENCE,Palm Jumeirah,نخلة جميرا,برج العرب,Burj Al Arab,قرية المعرفة,Knowledge Village,مارينا مول,Marina Mall,غرفة,1 B/R,1,171.78,3250000,18919.55,1259412.0,8456.15,1.0,1.0,0.0,transactions,0,0,0,1,1,2017.0,9.0,18.0
1-11-2013-20699,11,1,مبايعات,Sales,بيع,Sell,,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,410,نخلة جميرا,Palm Jumeirah,اكوامارين,AQUAMARINE,1040.0,تيارا ريزيدنس,TIARA RESIDENCE,Palm Jumeirah,نخلة جميرا,برج العرب,Burj Al Arab,قرية المعرفة,Knowledge Village,مارينا مول,Marina Mall,غرفتين,2 B/R,1,155.8,2600000,16688.06,1259412.0,8456.15,1.0,1.0,0.0,transactions,0,0,0,1,1,2015.0,6.0,22.0
1-102-2010-2230,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,410,نخلة جميرا,Palm Jumeirah,اكوامارين,AQUAMARINE,1040.0,تيارا ريزيدنس,TIARA RESIDENCE,Palm Jumeirah,نخلة جميرا,برج العرب,Burj Al Arab,قرية المعرفة,Knowledge Village,مارينا مول,Marina Mall,ثلاث غرف,3 B/R,1,210.52,4500000,21375.64,1259412.0,8456.15,1.0,1.0,0.0,transactions,0,0,0,1,1,2015.0,6.0,22.0
1-11-2012-1045,11,1,مبايعات,Sales,بيع,Sell,2012-01-30,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,410,نخلة جميرا,Palm Jumeirah,اكوامارين,AQUAMARINE,1040.0,تيارا ريزيدنس,TIARA RESIDENCE,Palm Jumeirah,نخلة جميرا,برج العرب,Burj Al Arab,قرية المعرفة,Knowledge Village,مارينا مول,Marina Mall,غرفتين,2 B/R,1,155.8,2313900,14851.73,1259412.0,8456.15,1.0,1.0,0.0,transactions,0,0,0,1,1,2012.0,1.0,30.0
1-11-2013-39183,11,1,مبايعات,Sales,بيع,Sell,2013-12-18,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,410,نخلة جميرا,Palm Jumeirah,اكوامارين,AQUAMARINE,1040.0,تيارا ريزيدنس,TIARA RESIDENCE,Palm Jumeirah,نخلة جميرا,برج العرب,Burj Al Arab,قرية المعرفة,Knowledge Village,مارينا مول,Marina Mall,ثلاث غرف,3 B/R,1,210.52,5350555,25415.9,1259412.0,8456.15,1.0,1.0,0.0,transactions,0,0,0,1,1,2013.0,12.0,18.0
1-102-2009-6493,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,2009-11-16,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,410,نخلة جميرا,Palm Jumeirah,اكوامارين,AQUAMARINE,1040.0,تيارا ريزيدنس,TIARA RESIDENCE,Palm Jumeirah,نخلة جميرا,برج العرب,Burj Al Arab,قرية المعرفة,Knowledge Village,مارينا مول,Marina Mall,غرفة,1 B/R,1,120.4,2100000,17441.86,1259412.0,8456.15,1.0,1.0,0.0,transactions,0,0,0,1,1,2009.0,11.0,16.0
2-13-2021-8817,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,2021-07-13,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,410,نخلة جميرا,Palm Jumeirah,اكوامارين,AQUAMARINE,1040.0,تيارا ريزيدنس,TIARA RESIDENCE,Palm Jumeirah,نخلة جميرا,برج العرب,Burj Al Arab,قرية المعرفة,Knowledge Village,مارينا مول,Marina Mall,ثلاث غرف,3 B/R,1,210.52,3520000,16720.5,1259412.0,8456.15,1.0,1.0,0.0,transactions,0,0,0,1,1,2021.0,7.0,13.0
2-110-2011-2004,110,2,رهون,Mortgages,تسجيل إيجارة تنتهى بالتملك,Lease to Own Registration,,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,410,نخلة جميرا,Palm Jumeirah,دايموند,DIAMOND,1040.0,تيارا ريزيدنس,TIARA RESIDENCE,Palm Jumeirah,نخلة جميرا,برج العرب,Burj Al Arab,قرية المعرفة,Knowledge Village,مارينا مول,Marina Mall,ثلاث غرف,3 B/R,1,210.52,3060000,14535.44,3060000.0,14535.44,2.0,2.0,4.0,transactions,0,0,0,0,0,2015.0,6.0,22.0
1-11-2011-19181,11,1,مبايعات,Sales,بيع,Sell,2011-12-15,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,410,نخلة جميرا,Palm Jumeirah,دايموند,DIAMOND,1040.0,تيارا ريزيدنس,TIARA RESIDENCE,Palm Jumeirah,نخلة جميرا,برج العرب,Burj Al Arab,قرية المعرفة,Knowledge Village,مارينا مول,Marina Mall,ثلاث غرف,3 B/R,1,222.22,5000000,22500.23,1259412.0,8456.15,1.0,1.0,0.0,transactions,0,0,0,1,1,2011.0,12.0,15.0
1-11-2011-16210,11,1,مبايعات,Sales,بيع,Sell,2011-10-27,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,410,نخلة جميرا,Palm Jumeirah,دايموند,DIAMOND,1040.0,تيارا ريزيدنس,TIARA RESIDENCE,Palm Jumeirah,نخلة جميرا,برج العرب,Burj Al Arab,قرية المعرفة,Knowledge Village,مارينا مول,Marina Mall,ثلاث غرف,3 B/R,1,222.22,4600000,20700.21,1259412.0,8456.15,1.0,2.0,0.0,transactions,0,0,0,1,1,2011.0,10.0,27.0
1-102-2006-6283,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,410,نخلة جميرا,Palm Jumeirah,دايموند,DIAMOND,1040.0,تيارا ريزيدنس,TIARA RESIDENCE,Palm Jumeirah,نخلة جميرا,برج العرب,Burj Al Arab,قرية المعرفة,Knowledge Village,مارينا مول,Marina Mall,غرفتين,2 B/R,1,155.8,3135400,20124.52,1259412.0,8456.15,1.0,2.0,0.0,transactions,0,0,0,1,1,2015.0,6.0,22.0
1-11-2019-7359,11,1,مبايعات,Sales,بيع,Sell,,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,410,نخلة جميرا,Palm Jumeirah,روبي,RUBY,1040.0,تيارا ريزيدنس,TIARA RESIDENCE,Palm Jumeirah,نخلة جميرا,برج العرب,Burj Al Arab,قرية المعرفة,Knowledge Village,مارينا مول,Marina Mall,ثلاث غرف,3 B/R,1,210.52,3600000,17100.51,1259412.0,8456.15,1.0,1.0,0.0,transactions,0,0,0,1,1,2015.0,6.0,22.0
1-11-2013-36267,11,1,مبايعات,Sales,بيع,Sell,2013-11-18,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,410,نخلة جميرا,Palm Jumeirah,روبي,RUBY,1040.0,تيارا ريزيدنس,TIARA RESIDENCE,Palm Jumeirah,نخلة جميرا,برج العرب,Burj Al Arab,قرية المعرفة,Knowledge Village,مارينا مول,Marina Mall,ثلاث غرف,3 B/R,1,210.52,5250000,24938.25,1259412.0,8456.15,1.0,1.0,0.0,transactions,0,0,0,1,1,2013.0,11.0,18.0
1-110-2022-128,110,1,مبايعات,Sales,تسجيل إيجارة تنتهى بالتملك,Lease to Own Registration,2022-04-18,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,410,نخلة جميرا,Palm Jumeirah,روبي,RUBY,1040.0,تيارا ريزيدنس,TIARA RESIDENCE,Palm Jumeirah,نخلة جميرا,برج العرب,Burj Al Arab,قرية المعرفة,Knowledge Village,مارينا مول,Marina Mall,ثلاث غرف,3 B/R,1,210.52,4700000,22325.67,1259412.0,8456.15,2.0,2.0,2.0,transactions,0,0,0,1,1,2022.0,4.0,18.0
2-13-2015-1371,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,2015-02-23,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,410,نخلة جميرا,Palm Jumeirah,روبي,RUBY,1040.0,تيارا ريزيدنس,TIARA RESIDENCE,Palm Jumeirah,نخلة جميرا,برج العرب,Burj Al Arab,قرية المعرفة,Knowledge Village,مارينا مول,Marina Mall,غرفة,1 B/R,1,120.4,1800000,14950.17,1259412.0,8456.15,1.0,1.0,0.0,transactions,0,0,0,1,1,2015.0,2.0,23.0
1-11-2019-2147,11,1,مبايعات,Sales,بيع,Sell,,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,410,نخلة جميرا,Palm Jumeirah,روبي,RUBY,1040.0,تيارا ريزيدنس,TIARA RESIDENCE,Palm Jumeirah,نخلة جميرا,برج العرب,Burj Al Arab,قرية المعرفة,Knowledge Village,مارينا مول,Marina Mall,غرفتين,2 B/R,1,155.8,3150000,20218.23,1259412.0,8456.15,1.0,1.0,0.0,transactions,0,0,0,1,1,2015.0,6.0,22.0
1-102-2007-28408,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,410,نخلة جميرا,Palm Jumeirah,روبي,RUBY,1040.0,تيارا ريزيدنس,TIARA RESIDENCE,Palm Jumeirah,نخلة جميرا,برج العرب,Burj Al Arab,قرية المعرفة,Knowledge Village,مارينا مول,Marina Mall,غرفة,1 B/R,1,120.4,2116800,17581.4,1259412.0,8456.15,1.0,1.0,0.0,transactions,0,0,0,1,1,2015.0,6.0,22.0
1-102-2010-3092,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,410,نخلة جميرا,Palm Jumeirah,روبي,RUBY,1040.0,تيارا ريزيدنس,TIARA RESIDENCE,Palm Jumeirah,نخلة جميرا,برج العرب,Burj Al Arab,قرية المعرفة,Knowledge Village,مارينا مول,Marina Mall,غرفة,1 B/R,1,120.4,500000,4152.82,1259412.0,8456.15,1.0,1.0,0.0,transactions,0,0,0,1,1,2015.0,6.0,22.0
2-110-2012-871,110,2,رهون,Mortgages,تسجيل إيجارة تنتهى بالتملك,Lease to Own Registration,2012-06-14,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,410,نخلة جميرا,Palm Jumeirah,ايميرالد,EMERALD,1040.0,تيارا ريزيدنس,TIARA RESIDENCE,Palm Jumeirah,نخلة جميرا,برج العرب,Burj Al Arab,قرية المعرفة,Knowledge Village,مارينا مول,Marina Mall,غرفتين,2 B/R,1,222.78,2000000,8977.47,2000000.0,8977.47,2.0,2.0,2.0,transactions,0,0,0,0,0,2012.0,6.0,14.0
3-9-2017-1102,9,3,هبات,Gifts,هبه,Grant,2017-07-13,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,410,نخلة جميرا,Palm Jumeirah,ايميرالد,EMERALD,1040.0,تيارا ريزيدنس,TIARA RESIDENCE,Palm Jumeirah,نخلة جميرا,برج العرب,Burj Al Arab,قرية المعرفة,Knowledge Village,مارينا مول,Marina Mall,غرفتين,2 B/R,1,155.8,2515523,16145.85,1259412.0,8456.15,1.0,1.0,0.0,transactions,0,0,0,1,1,2017.0,7.0,13.0
1-102-2005-2790,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,2009-02-26,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,410,نخلة جميرا,Palm Jumeirah,ايميرالد,EMERALD,1040.0,تيارا ريزيدنس,TIARA RESIDENCE,Palm Jumeirah,نخلة جميرا,برج العرب,Burj Al Arab,قرية المعرفة,Knowledge Village,مارينا مول,Marina Mall,غرفة,1 B/R,1,120.4,1699000,14111.3,1259412.0,8456.15,1.0,2.0,0.0,transactions,0,0,0,1,1,2009.0,2.0,26.0
1-11-2014-10200,11,1,مبايعات,Sales,بيع,Sell,2014-04-14,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,410,نخلة جميرا,Palm Jumeirah,ايميرالد,EMERALD,1040.0,تيارا ريزيدنس,TIARA RESIDENCE,Palm Jumeirah,نخلة جميرا,برج العرب,Burj Al Arab,قرية المعرفة,Knowledge Village,مارينا مول,Marina Mall,غرفة,1 B/R,1,120.4,2520000,20930.23,1259412.0,8456.15,2.0,1.0,0.0,transactions,0,0,0,1,1,2014.0,4.0,14.0
1-11-2011-5486,11,1,مبايعات,Sales,بيع,Sell,2011-03-29,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,410,نخلة جميرا,Palm Jumeirah,ايميرالد,EMERALD,1040.0,تيارا ريزيدنس,TIARA RESIDENCE,Palm Jumeirah,نخلة جميرا,برج العرب,Burj Al Arab,قرية المعرفة,Knowledge Village,مارينا مول,Marina Mall,غرفتين,2 B/R,1,155.8,2300000,14762.52,1259412.0,8456.15,1.0,1.0,0.0,transactions,0,0,0,1,1,2011.0,3.0,29.0
2-810-2015-265,810,2,رهون,Mortgages,تسجيل اجارة تمويلية,Lease Finance Registration,,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,410,نخلة جميرا,Palm Jumeirah,ايميرالد,EMERALD,1040.0,تيارا ريزيدنس,TIARA RESIDENCE,Palm Jumeirah,نخلة جميرا,برج العرب,Burj Al Arab,قرية المعرفة,Knowledge Village,مارينا مول,Marina Mall,غرفة,1 B/R,1,120.4,525000,4360.47,1259412.0,8456.15,1.0,1.0,0.0,transactions,0,0,0,1,1,2015.0,6.0,22.0
1-11-2013-25274,11,1,مبايعات,Sales,بيع,Sell,2013-08-26,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,410,نخلة جميرا,Palm Jumeirah,ايميرالد,EMERALD,1040.0,تيارا ريزيدنس,TIARA RESIDENCE,Palm Jumeirah,نخلة جميرا,برج العرب,Burj Al Arab,قرية المعرفة,Knowledge Village,مارينا مول,Marina Mall,غرفة,1 B/R,1,120.4,1750000,14534.88,1259412.0,8456.15,1.0,1.0,0.0,transactions,0,0,0,1,1,2013.0,8.0,26.0
1-11-2012-3575,11,1,مبايعات,Sales,بيع,Sell,,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,410,نخلة جميرا,Palm Jumeirah,ايميرالد,EMERALD,1040.0,تيارا ريزيدنس,TIARA RESIDENCE,Palm Jumeirah,نخلة جميرا,برج العرب,Burj Al Arab,قرية المعرفة,Knowledge Village,مارينا مول,Marina Mall,ثلاث غرف,3 B/R,1,210.52,3650000,17338.02,1259412.0,8456.15,1.0,1.0,0.0,transactions,0,0,0,1,1,2015.0,6.0,22.0
2-13-2014-1213,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,410,نخلة جميرا,Palm Jumeirah,ايميرالد,EMERALD,1040.0,تيارا ريزيدنس,TIARA RESIDENCE,Palm Jumeirah,نخلة جميرا,برج العرب,Burj Al Arab,قرية المعرفة,Knowledge Village,مارينا مول,Marina Mall,ثلاث غرف,3 B/R,1,210.52,3465000,16459.24,1259412.0,8456.15,1.0,1.0,0.0,transactions,0,0,0,1,1,2015.0,6.0,22.0
1-102-2009-2134,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,2010-05-20,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,410,نخلة جميرا,Palm Jumeirah,تنزانايت,TANZANITE,1040.0,تيارا ريزيدنس,TIARA RESIDENCE,Palm Jumeirah,نخلة جميرا,برج العرب,Burj Al Arab,قرية المعرفة,Knowledge Village,مارينا مول,Marina Mall,غرفة,1 B/R,1,120.4,2277472,18915.88,1259412.0,8456.15,1.0,2.0,0.0,transactions,0,0,0,1,1,2010.0,5.0,20.0
